Date,Start,Max,Min,End,HammerC,Hammer Score,DojiC,Doji Score,Engulf Score,SMA14,UpperBB,LowerBB,BB Score,TP,SMA14 TP,StdDev TP,CC1 cal,CCI Score,CCI Grad,RNN PL1,RNN PL2B,RNN PL1B,RNN PL2S,RNN PL1S,RNN PL2,Alert_Green,Alert_Red,Hammer_0,Hammer_Green Hammer,Hammer_Red Hammer,Doji_0,Doji_Green Doji,Doji_Red Doji,Green Engulf_0,Green Engulf_Green Engulf,Green Engulf_Red Engulf,BB Decision_0,BB Decision_Above,BB Decision_Below,Cci Over_0,Cci Over_Below,Cci Over_Over,FailureMode_Fail,FailureMode_Pass
2006-05-31,1.8812099999999998,1.88563,1.86855,1.87115,0.17955801100000002,0,0.588992974,0,0,1.87545,1.89441,1.8565,0,1.8751099999999998,1.87555,0.0073,-3.981543378,0,3.32,-43.5,-0.00435,0.0,0.0,0.0,-43.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-01-06,1.87115,1.8713400000000002,1.85665,1.8668,2.235682819,-1,0.296119809,0,-1,1.8740599999999998,1.8925900000000002,1.8555400000000002,0,1.86493,1.87422,0.00759,-81.58022059,0,-77.6,-151.5,0.0,0.0,-0.01515,0.0,-151.5,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-02-06,1.8668,1.8860299999999999,1.86105,1.88195,0.195215311,0,0.606485188,0,1,1.8740400000000002,1.8925299999999998,1.85555,0,1.8763400000000001,1.87343,0.00695,27.98371034,0,109.56,19.0,0.0,0.0019,0.0,0.0,19.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-04-06,1.88195,1.8845,1.88315,1.88385,0.9285714290000001,0,1.4074074069999998,0,0,1.87326,1.8894799999999998,1.8570400000000002,0,1.88383,1.87295,0.0066099999999999996,109.8569986,0,81.87,-124.0,-0.0124,0.0,0.0,0.0,-124.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-05-06,1.88385,1.88795,1.86995,1.87145,0.090909091,0,0.688888889,0,-1,1.87267,1.88857,1.85677,0,1.87645,1.8725599999999998,0.00635,40.78027663,0,-69.08,106.5,0.0,0.0,0.0,0.01065,106.5,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2006-06-06,1.87145,1.8773,1.8591349999999998,1.8608,0.10090909099999999,0,0.58629232,0,-1,1.87155,1.8882299999999999,1.8548799999999999,0,1.86575,1.87175,0.00675,-59.34908131,0,-100.13,33.5,0.0,0.0,0.0,0.00335,33.5,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2006-07-06,1.8608,1.8648200000000001,1.8530200000000001,1.85745,0.601085482,0,0.283898305,0,-1,1.8696,1.88605,1.8531400000000002,0,1.85843,1.8702900000000002,0.0074,-106.88559779999999,0,-47.54,140.0,0.0,0.0,0.0,0.013999999999999999,140.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2006-08-06,1.85745,1.8577,1.83702,1.84345,0.45122807,0,0.676982592,0,-1,1.86706,1.88677,1.84736,2,1.8460599999999998,1.86782,0.00839,-172.9126471,2,-66.03,-30.0,-0.0049,0.0,0.0,0.0,-49.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2006-09-06,1.84345,1.84845,1.8366049999999998,1.84045,0.480625,0,0.253271423,0,0,1.8649900000000001,1.8881599999999998,1.84182,2,1.8418400000000001,1.86555,0.00953,-165.8287023,2,7.08,-19.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
2006-11-06,1.84045,1.8398,1.83825,1.83855,0.24,0,1.225806452,0,0,1.86245,1.88811,1.8367900000000001,2,1.83887,1.86313,0.01084,-149.24408019999998,0,16.58,19.0,0.0,0.0019,0.0,0.0,19.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
2006-12-06,1.83855,1.846925,1.838075,1.84045,2.7263157889999996,1,0.21468926600000002,0,1,1.8611,1.8887099999999999,1.83349,0,1.84182,1.86165,0.01231,-107.42166100000001,0,41.82,-60.0,-0.006,0.0,0.0,0.0,-60.0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2006-06-13,1.84045,1.846005,1.831655,1.83445,0.241886629,0,0.41811846700000005,0,-1,1.85932,1.88958,1.82906,0,1.8373700000000002,1.8601400000000001,0.01383,-109.7715102,0,-2.35,-97.0,0.0,0.0,-0.0097,0.0,-97.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-06-14,1.83445,1.850055,1.8334,1.84415,0.5493023260000001,0,0.582407685,0,0,1.8583,1.88937,1.82723,0,1.84254,1.8589099999999998,0.015059999999999999,-72.46211852,0,37.31,71.5,0.0,0.00715,0.0,0.0,71.5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-06-15,1.84415,1.854775,1.8421,1.8513,0.377717391,0,0.564102564,0,1,1.8561599999999998,1.88515,1.8271700000000002,0,1.84939,1.85705,0.0145,-35.2203117,0,37.24,-6.1,-0.00061,0.0,0.0,0.0,-6.1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2006-06-16,1.8513,1.855955,1.84693,1.8506900000000002,0.7141500470000001,0,0.067590028,-1,0,1.8547,1.88278,1.8266200000000001,0,1.8511900000000001,1.8553400000000002,0.013380000000000001,-20.6781008,0,14.54,-13.1,0.0,0.0,-0.00131,0.0,-13.1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2006-06-18,1.8506900000000002,1.85325,1.8508,1.8519999999999999,1.041666667,0,0.534693878,0,0,1.8536400000000002,1.88107,1.8262099999999999,0,1.85202,1.8544200000000002,0.01267,-12.64484288,0,8.03,-117.5,-0.01175,0.0,0.0,0.0,-117.5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-06-19,1.8519999999999999,1.852175,1.8370549999999999,1.84025,0.267924528,0,0.777116402,0,-1,1.8506599999999997,1.87474,1.8265799999999999,0,1.84316,1.85205,0.01089,-54.40172928,0,-41.76,-47.0,0.0,0.0,-0.0047,0.0,-47.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-06-20,1.84025,1.845925,1.83692,1.84495,0.12141967599999999,0,0.52193226,0,0,1.8478900000000003,1.86542,1.83035,0,1.8426,1.8491,0.00837,-51.81456064,0,2.59,15.0,0.0,0.0015,0.0,0.0,15.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-06-21,1.84495,1.8475099999999998,1.840915,1.84645,0.19150858199999998,0,0.227445034,0,1,1.8461,1.8591099999999998,1.83309,0,1.84496,1.84686,0.00607,-20.82774269,0,30.99,-184.5,-0.02912,0.0,0.0,0.0,-291.2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2006-06-22,1.84645,1.8468900000000001,1.826355,1.828,0.087083113,0,0.898466034,0,-1,1.8437599999999998,1.85707,1.83045,2,1.83375,1.84457,0.00495,-145.83774540000002,0,-125.01,-106.7,-0.00785,0.0,0.0,0.0,-78.5,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
2006-06-23,1.828,1.8312,1.8126950000000002,1.81733,0.33417447699999997,0,0.576600919,0,-1,1.8408900000000001,1.85729,1.8245,2,1.8204099999999999,1.84185,0.0053,-269.91551450000003,2,-124.08,28.2,0.0,0.00282,0.0,0.0,28.2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
2006-06-25,1.81733,1.8204,1.8174,1.82015,0.090909091,0,0.94,0,0,1.83923,1.8581400000000001,1.8203099999999999,0,1.81932,1.8399400000000001,0.0071400000000000005,-192.48516940000002,2,77.43,53.4,0.0,0.00534,0.0,0.0,53.4,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2006-06-26,1.82015,1.82578,1.8163049999999998,1.82549,0.031573217,0,0.563588391,0,1,1.8381599999999998,1.8580900000000002,1.8182200000000002,0,1.82253,1.8385599999999998,0.008490000000000001,-125.89691429999999,0,66.59,-41.9,-0.00784,0.0,0.0,0.0,-78.4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2006-06-27,1.82549,1.82638,1.818575,1.8213,0.536417323,0,0.536835362,0,0,1.83693,1.85833,1.81552,0,1.8220900000000002,1.8373700000000002,0.00982,-103.73073120000001,0,22.17,-36.5,-0.00365,0.0,0.0,0.0,-36.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-06-28,1.8213,1.82415,1.8142150000000001,1.81765,0.528461538,0,0.36738802200000004,0,-1,1.8353,1.85838,1.8122099999999999,0,1.81867,1.83571,0.01107,-102.58476740000002,0,1.15,-99.6,0.0,0.0,-0.00996,0.0,-99.6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-06-29,1.81765,1.82997,1.809075,1.82761,0.127326679,0,0.47666906,0,1,1.8348099999999998,1.85817,1.81145,0,1.8222200000000002,1.83463,0.01192,-69.41917099,0,33.17,206.4,0.0,0.020640000000000002,0.0,0.0,206.4,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-06-30,1.82761,1.85005,1.82732,1.84825,0.08600095599999999,0,0.9080510340000001,0,1,1.8351,1.8589099999999998,1.81129,0,1.8418700000000001,1.8345799999999999,0.01187,40.93586016,0,110.36,-6.5,-0.00065,0.0,0.0,0.0,-6.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2006-02-07,1.84825,1.84788,1.8464599999999998,1.8476,4.071428571,-1,0.457746479,0,0,1.8348400000000002,1.85812,1.81155,0,1.8473099999999998,1.83443,0.01172,73.23158989,0,32.3,46.2,0.0,0.0,0.0,0.00462,46.2,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-03-07,1.8476,1.848945,1.8386049999999998,1.8429799999999998,0.733445096,0,0.446808511,0,-1,1.8342900000000002,1.8566099999999999,1.8119599999999998,0,1.8435099999999998,1.8338900000000002,0.011179999999999999,57.41170789,0,-15.82,-4.8,0.0,0.0,-0.00047999999999999996,0.0,-4.8,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-04-07,1.8429799999999998,1.848025,1.842285,1.8434599999999999,3.885106383,1,0.083623693,1,0,1.83368,1.85475,1.8126099999999998,0,1.8445900000000002,1.8333599999999999,0.0107,69.98969104,0,12.58,-81.8,-0.00818,0.0,0.0,0.0,-81.8,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
2006-05-07,1.8434599999999999,1.84876,1.832725,1.83528,0.18954005899999998,0,0.510134082,0,-1,1.83332,1.8541599999999998,1.8124900000000002,0,1.83892,1.83305,0.010440000000000001,37.47133401,0,-32.52,-20.1,0.0,0.0,-0.00201,0.0,-20.1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-06-07,1.83528,1.841005,1.8333549999999998,1.83729,0.944091487,0,0.262745098,0,0,1.83277,1.8529099999999998,1.8126400000000003,0,1.83722,1.83267,0.01011,29.9859512,0,-7.49,132.6,0.0,0.01326,0.0,0.0,132.6,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-07-07,1.83729,1.85395,1.8355,1.85055,0.225913621,0,0.718699187,0,1,1.83307,1.8539299999999999,1.8122099999999999,0,1.84667,1.8327900000000001,0.01022,90.54627817,0,60.56,-2.9,-0.00807,0.0,0.0,0.0,-80.7,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2006-09-07,1.85055,1.8507,1.84955,1.8502599999999998,1.613636364,0,0.252173913,0,0,1.83466,1.8567799999999999,1.81254,0,1.85017,1.8339599999999998,0.01122,96.27790861,0,5.73,-77.8,-0.00778,0.0,0.0,0.0,-77.8,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-10-07,1.8502599999999998,1.8523150000000002,1.8368799999999998,1.84248,0.5693950179999999,0,0.504049239,0,-1,1.83645,1.85703,1.81587,0,1.8438900000000003,1.8356400000000002,0.01048,52.46773191,0,-43.81,-22.6,0.0,0.0,-0.0022600000000000003,0.0,-22.6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-11-07,1.84248,1.84735,1.836685,1.84474,0.324022346,0,0.211908111,0,0,1.83821,1.85739,1.81903,0,1.84293,1.83733,0.00913,40.87065302,0,-11.6,-112.4,-0.01124,0.0,0.0,0.0,-112.4,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-12-07,1.84474,1.8479700000000001,1.831025,1.8335,0.171043538,0,0.663322514,0,-1,1.8387799999999999,1.85707,1.8204900000000002,0,1.8375,1.8384,0.0077599999999999995,-7.720492305,0,-48.59,-98.2,0.0,0.0,-0.00982,0.0,-98.2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-07-13,1.8335,1.8469,1.83317,1.84332,0.35270936,0,0.7152221409999999,0,0,1.8403599999999998,1.8565,1.8242099999999999,0,1.84113,1.8397599999999998,0.00632,14.47828293,0,22.2,-47.7,-0.00542,0.0,0.0,0.0,-54.2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-07-14,1.84332,1.8449900000000001,1.8339900000000002,1.83855,0.7080745340000001,0,0.433636364,0,0,1.84185,1.8534599999999999,1.83024,0,1.83918,1.84122,0.00445,-30.61760272,0,-45.1,-6.5,-0.0184,0.0,0.0,0.0,-184.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-07-16,1.83855,1.83885,1.8371400000000002,1.8379,0.8,0,0.380116959,0,0,1.8425799999999999,1.8520599999999998,1.8331099999999998,0,1.8379599999999998,1.84235,0.00323,-90.32827911,0,-59.71,-177.5,-0.01275,0.0,0.0,0.0,-127.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-07-17,1.8379,1.83835,1.8176450000000002,1.82015,0.137637363,0,0.85728085,0,-1,1.8405799999999999,1.8542,1.82695,2,1.82538,1.84117,0.00441,-238.4996538,2,-148.17,50.0,0.0,0.005,0.0,0.0,50.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
2006-07-18,1.82015,1.8330799999999998,1.81835,1.82515,1.166176471,0,0.33944331299999997,0,0,1.83897,1.8538400000000002,1.8241,0,1.8255299999999999,1.8396099999999997,0.00509,-184.6438353,2,53.86,172.7,0.0,0.017269999999999997,0.0,0.0,172.7,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2006-07-19,1.82515,1.8441599999999998,1.8230000000000002,1.8424200000000002,0.08959835199999999,0,0.8161625709999999,0,1,1.83893,1.8537700000000001,1.8241,0,1.83653,1.8391099999999998,0.0049700000000000005,-34.72791644,0,149.92,58.8,0.0,0.00588,0.0,0.0,58.8,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-07-20,1.8424200000000002,1.8518700000000001,1.84227,1.8483,0.592039801,0,0.6125,0,1,1.83928,1.8546200000000002,1.8239400000000001,0,1.84748,1.83932,0.00519,104.77690940000001,0,139.5,102.8,0.0,0.01028,0.0,0.0,102.8,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-07-21,1.8483,1.859835,1.84705,1.85858,0.10884648699999999,0,0.8040672659999999,0,1,1.8409400000000002,1.8585200000000002,1.8233700000000002,-2,1.85516,1.84048,0.00629,155.4261147,-2,50.65,-5.1,0.0,0.0,0.009290000000000001,0.0,92.9,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
2006-07-23,1.85858,1.8597400000000002,1.85855,1.8590900000000001,1.203703704,0,0.428571429,0,0,1.8425,1.8618400000000002,1.82316,-2,1.85913,1.8420400000000001,0.0073,155.9867595,-2,0.56,98.0,0.0,0.0,0.0,0.0098,98.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2006-07-24,1.8590900000000001,1.859415,1.8481299999999998,1.84929,0.114567901,0,0.868409393,0,-1,1.8424099999999999,1.8616400000000002,1.82318,0,1.85228,1.84245,0.0077,85.11866118,0,-70.87,82.4,0.0,0.0,0.0,0.00824,82.4,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2006-07-25,1.84929,1.85362,1.8386,1.84105,0.194908512,0,0.548601864,0,-1,1.84175,1.86058,1.82292,0,1.8444200000000002,1.8420299999999998,0.0072900000000000005,21.84197063,0,-63.28,-128.5,0.0,0.0,-0.01285,0.0,-128.5,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-07-26,1.84105,1.85505,1.83905,1.8539,0.077441077,0,0.803125,0,1,1.84257,1.86222,1.8229099999999998,0,1.84933,1.8424200000000002,0.007679999999999999,59.98460211,0,38.14,25.9,0.0,0.00259,0.0,0.0,25.9,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-07-27,1.8539,1.8677599999999999,1.8526900000000002,1.8564900000000002,2.9657894739999997,1,0.171864632,0,1,1.8434099999999998,1.8640900000000002,1.8227200000000001,0,1.8589799999999999,1.8435700000000002,0.00883,116.3897281,0,56.41,69.9,0.0,0.0069900000000000006,0.0,0.0,69.9,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-07-28,1.8564900000000002,1.8667099999999999,1.8544900000000002,1.86348,0.35928809799999994,0,0.5720130929999999,0,0,1.84555,1.8675400000000002,1.8235599999999998,0,1.8615599999999999,1.84529,0.009559999999999999,113.51463580000001,0,-2.88,8.7,0.0,0.0008699999999999999,0.0,0.0,8.7,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-07-30,1.86348,1.86458,1.86201,1.86435,0.098290598,0,0.338521401,0,0,1.84705,1.87065,1.82345,0,1.86365,1.8469,0.01034,107.9868558,0,-5.53,34.0,0.0,0.0034,0.0,0.0,34.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-07-31,1.86435,1.868855,1.8618,1.86775,0.185714286,0,0.48192771100000004,0,1,1.8491400000000002,1.8741400000000001,1.82413,0,1.8661400000000001,1.8488200000000001,0.0108,106.8184418,0,-1.17,89.5,0.0,0.00895,0.0,0.0,89.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-01-08,1.86775,1.87705,1.8628349999999998,1.8767,0.025243419,0,0.629616602,0,1,1.85191,1.8792400000000002,1.8245799999999999,-2,1.8722,1.85127,0.01128,123.72312679999999,0,16.9,-10.0,0.0,0.0,-0.001,0.0,-10.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
2006-02-08,1.8767,1.8796549999999999,1.873255,1.8777,0.43982002200000003,0,0.15625,0,1,1.85602,1.88077,1.8312599999999999,0,1.87687,1.85495,0.01059,138.06774430000002,0,14.34,88.0,0.0,0.0088,0.0,0.0,88.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-03-08,1.8777,1.891355,1.870205,1.8865,0.297944155,0,0.41607565,0,1,1.8604,1.88375,1.83705,-2,1.8826900000000002,1.85903,0.009859999999999999,159.95782319999998,-2,21.89,-214.0,0.0,0.0,-0.0216,0.0,-216.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
2006-04-08,1.8865,1.9129,1.88525,1.9079,0.220750552,0,0.7739602170000001,0,1,1.8650799999999998,1.89543,1.8347200000000001,-2,1.90202,1.8637099999999998,0.01162,219.7087269,-2,59.75,-2.0,0.0,0.0,0.00325,0.0,32.5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
2006-06-08,1.9079,1.90865,1.9071,1.9081,0.55,0,0.129032258,0,0,1.86935,1.9043599999999998,1.83434,-2,1.90795,1.8680299999999999,0.014509999999999999,183.3966904,-2,-36.31,34.5,0.0,0.0,0.0,0.00345,34.5,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
2006-07-08,1.9081,1.91157,1.90377,1.90465,0.12716763,0,0.44230769200000003,0,-1,1.87264,1.91075,1.83453,0,1.9066599999999998,1.8717,0.016880000000000003,138.07473180000002,0,-45.32,43.0,0.0,0.0,0.0,0.0043,43.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2006-08-08,1.90465,1.9145400000000001,1.8979099999999998,1.90035,0.17195207899999998,0,0.258568851,0,-1,1.87559,1.91507,1.8361,0,1.9042700000000001,1.87493,0.0187,104.6070397,0,-33.47,-48.4,0.0,0.0,-0.00484,0.0,-48.4,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-09-08,1.90035,1.91117,1.89735,1.9051900000000002,0.7627551020000001,0,0.35021707700000004,0,0,1.87958,1.91895,1.8402,0,1.90457,1.8786599999999998,0.01945,88.78261731,0,-15.82,-113.8,-0.01138,0.0,0.0,0.0,-113.8,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-10-08,1.9051900000000002,1.90897,1.88685,1.8938099999999998,0.45910290200000003,0,0.514466546,0,-1,1.88335,1.9181,1.8486,0,1.8965400000000001,1.8823900000000002,0.01828,51.61668381,0,-37.17,40.1,0.0,0.0,0.0,0.0040100000000000005,40.1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2006-11-08,1.8938099999999998,1.899,1.8889,1.8898,0.09782608699999999,0,0.39702970299999996,0,0,1.8859099999999998,1.91746,1.8543599999999998,0,1.89257,1.8854799999999998,0.01661,28.46793116,0,-23.15,28.0,0.0,0.0028,0.0,0.0,28.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-08-13,1.8898,1.8933,1.88935,1.8926,0.215384615,0,0.708860759,0,0,1.8884900000000002,1.9164900000000002,1.8605,0,1.89175,1.88782,0.014830000000000001,17.68769898,0,-10.78,-39.5,-0.00395,0.0,0.0,0.0,-39.5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-08-14,1.8926,1.89515,1.8843,1.88865,0.669230769,0,0.36405529999999997,0,-1,1.8902900000000002,1.91536,1.86522,0,1.88937,1.8898,0.01256,-2.3104062169999997,0,-20.0,-45.4,0.0,0.0,-0.00454,0.0,-45.4,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-08-15,1.88865,1.89789,1.8857099999999998,1.8931900000000002,0.628342246,0,0.3727422,0,0,1.89235,1.91382,1.8708799999999999,0,1.8922599999999998,1.89185,0.0103,2.7025300839999997,0,5.01,36.1,0.0,0.00361,0.0,0.0,36.1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-08-16,1.8931900000000002,1.9025,1.8880700000000001,1.8968,0.652920962,0,0.25017325,0,0,1.89442,1.91208,1.87677,0,1.89579,1.8939599999999999,0.008579999999999999,14.18890477,0,11.49,-115.5,-0.01155,0.0,0.0,0.0,-115.5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-08-17,1.8968,1.900975,1.88222,1.88525,0.192686804,0,0.615835777,0,-1,1.89504,1.91107,1.879,0,1.8894799999999998,1.8952,0.00734,-51.90012266,0,-66.09,38.6,0.0,0.0,0.0,0.00386,38.6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2006-08-18,1.88525,1.8869,1.87762,1.8813900000000001,0.684210526,0,0.415948276,0,-1,1.8953,1.91048,1.88012,0,1.8819700000000001,1.89556,0.00698,-129.83677020000002,0,-77.94,-10.6,0.0,0.0,-0.00106,0.0,-10.6,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2006-08-20,1.8813900000000001,1.88295,1.88075,1.88245,0.294117647,0,0.48181818200000004,0,0,1.8950099999999999,1.91084,1.8791799999999999,0,1.88205,1.89552,0.00703,-127.8055504,0,2.03,86.0,0.0,0.0086,0.0,0.0,86.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-08-21,1.88245,1.8997,1.88205,1.89105,0.9611111109999999,0,0.487252125,0,1,1.8938099999999998,1.9083299999999999,1.8792799999999998,0,1.89093,1.89473,0.00678,-37.31941718,0,90.49,-39.0,0.00135,0.0,0.0,0.0,13.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2006-08-22,1.89105,1.8951,1.88563,1.88715,0.191194969,0,0.41182682200000004,0,0,1.89231,1.9052200000000001,1.8794,0,1.8892900000000001,1.8933900000000001,0.00584,-46.82096473,0,-9.5,52.5,0.0,0.00525,0.0,0.0,52.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2006-08-23,1.88715,1.8997099999999998,1.88635,1.8924,1.208264463,0,0.39296407200000005,0,0,1.89143,1.9027900000000002,1.88008,0,1.8928200000000002,1.8924,0.0045899999999999995,6.033007017999999,0,52.85,-49.5,-0.005379999999999999,0.0,0.0,0.0,-53.8,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-08-24,1.8924,1.8975,1.886005,1.88745,0.143781095,0,0.43062201,0,0,1.89051,1.90107,1.87995,0,1.89032,1.8914099999999998,0.0037799999999999995,-19.23489002,0,-25.27,-4.3,-0.00065,0.0,0.0,0.0,-6.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2006-08-25,1.88745,1.8916549999999999,1.8829,1.8870200000000001,0.8888888890000001,0,0.049114792000000004,0,0,1.8892200000000001,1.8969,1.88153,0,1.8871900000000001,1.8901700000000001,0.00309,-64.13747594,0,-44.9,-2.2,0.00788,0.0,0.0,0.0,78.8,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
2006-08-27,1.8870200000000001,1.8884,1.8862,1.8868,0.375,0,0.1,0,0,1.8887099999999999,1.89611,1.88132,0,1.88713,1.8894900000000001,0.00285,-55.16483822,0,8.97,81.0,0.0,0.0081,0.0,0.0,81.0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2006-08-28,1.8868,1.899115,1.88655,1.8949,0.504790419,0,0.644647831,0,1,1.8890799999999999,1.8969999999999998,1.88115,0,1.89352,1.88956,0.00292,90.31206714,0,145.48,38.5,0.0,0.00385,0.0,0.0,38.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2006-08-29,1.8949,1.90275,1.889875,1.89875,0.450704225,0,0.29902912600000003,0,0,1.88952,1.89852,1.88052,-2,1.89713,1.88995,0.00331,144.74331740000002,0,54.43,-53.4,0.0,0.0,-0.00479,0.0,-47.9,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2006-08-30,1.89875,1.906165,1.8971900000000002,1.90409,0.300724638,0,0.594986072,0,1,1.89062,1.90185,1.8794,-2,1.90248,1.89088,0.00411,188.2659864,-2,43.52,5.5,0.0,0.0,0.0,0.00055,5.5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
2006-08-31,1.90409,1.90913,1.899505,1.9035400000000002,0.721824687,0,0.057142857000000005,-1,0,1.89136,1.9040599999999999,1.8786599999999998,0,1.9040599999999999,1.89173,0.00506,162.3910205,-2,-25.87,-18.0,0.0,0.0,-0.00301,0.0,-30.1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
