Date,Start,Max,Min,End,HammerC,Hammer Score,DojiC,Doji Score,Engulf Score,SMA14,UpperBB,LowerBB,BB Score,TP,SMA14 TP,StdDev TP,CC1 cal,CCI Score,CCI Grad,RNN PL1,RNN PL2B,RNN PL1B,RNN PL2S,RNN PL1S,RNN PL2,Alert_Green,Alert_Red,Hammer_0,Hammer_Green Hammer,Hammer_Red Hammer,Doji_0,Doji_Green Doji,Doji_Red Doji,Green Engulf_0,Green Engulf_Green Engulf,Green Engulf_Red Engulf,BB Decision_0,BB Decision_Above,BB Decision_Below,Cci Over_0,Cci Over_Below,Cci Over_Over,FailureMode_Fail,FailureMode_Pass
2005-02-01,1.9187,1.92035,1.91835,1.91925,1.222222222,0,0.275,0,1,1.9282099999999998,1.94523,1.9111900000000002,0,1.9193200000000001,1.9282099999999998,0.00777,-76.32055098,0,16.71,-149.0,-0.0358,0.0,0.0,0.0,-358.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2005-03-01,1.91925,1.91975,1.8982,1.90435,0.399350649,0,0.6914153129999999,0,-1,1.9254099999999998,1.9439,1.9069200000000002,2,1.90743,1.9256400000000002,0.00778,-156.00448930000002,2,-79.68,-209.0,-0.01895,0.0,0.0,0.0,-189.5,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2005-04-01,1.90435,1.90845,1.8781,1.88345,0.214,0,0.6886326190000001,0,-1,1.92196,1.9484599999999999,1.89547,2,1.89,1.9226599999999998,0.0099,-219.93608909999998,2,-63.93,19.5,0.0,0.00195,0.0,0.0,19.5,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
2005-05-01,1.88345,1.8898,1.8731,1.8854,0.357723577,0,0.116766467,1,0,1.91802,1.9476900000000001,1.88835,0,1.88277,1.9185299999999998,0.0116,-205.4361951,2,14.5,-92.5,-0.0143,0.0,0.0,0.0,-143.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
2005-06-01,1.8854,1.8856,1.8699,1.87615,0.661375661,0,0.589171975,0,0,1.9131099999999999,1.94537,1.88085,2,1.87722,1.9136900000000001,0.013909999999999999,-174.85019690000001,2,30.59,-50.5,-0.00485,0.0,0.0,0.0,-48.5,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
2005-07-01,1.87615,1.8865,1.8647,1.8711,0.415584416,0,0.23165137600000002,0,0,1.90903,1.9456799999999999,1.8723900000000002,2,1.8741,1.90983,0.0168,-141.7509269,0,33.1,2.0,0.0,0.0002,0.0,0.0,2.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
2005-09-01,1.8711,1.8717,1.8692,1.8713,0.19047619,0,0.08,1,0,1.90598,1.9464299999999999,1.86553,0,1.87073,1.90674,0.01984,-120.99032140000001,0,20.76,57.0,0.0,0.0057,0.0,0.0,57.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2005-10-01,1.8713,1.8794,1.8711,1.8769999999999998,0.406779661,0,0.686746988,0,1,1.90261,1.94406,1.86117,0,1.8758299999999999,1.9032900000000001,0.02129,-85.94353134,0,35.05,14.0,0.0,0.0014,0.0,0.0,14.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-11-01,1.8769999999999998,1.8823,1.8752,1.8784,1.21875,0,0.19718309899999997,0,0,1.8993400000000003,1.9407,1.85798,0,1.87863,1.9000299999999999,0.02156,-66.15871614,0,19.78,123.5,0.0,0.01235,0.0,0.0,123.5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-12-01,1.8784,1.8939,1.8698,1.89075,0.150357995,0,0.5124481329999999,0,1,1.8962,1.9336900000000001,1.8587099999999999,0,1.8848200000000002,1.8964599999999998,0.01966,-39.49848322,0,26.66,-101.0,-0.02015,0.0,0.0,0.0,-201.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2005-01-13,1.89075,1.8931,1.87935,1.88065,0.10441767099999999,0,0.734545455,0,0,1.89285,1.92746,1.8582400000000001,0,1.88437,1.8933799999999998,0.017419999999999998,-34.49011932,0,5.01,-100.5,-0.01005,0.0,0.0,0.0,-100.5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-01-14,1.88065,1.88185,1.8642,1.8706,0.568888889,0,0.569405099,0,-1,1.88952,1.9232799999999999,1.8557700000000001,0,1.87222,1.8901700000000001,0.01585,-75.47679832,0,-40.99,5.0,0.0,0.0,0.0,0.0005,5.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2005-01-16,1.8706,1.8712,1.8695,1.8701,0.545454545,0,0.294117647,0,0,1.8855099999999998,1.9149,1.8561299999999998,0,1.87027,1.8861700000000001,0.012969999999999999,-81.77469986,0,-6.3,-129.0,-0.0129,0.0,0.0,0.0,-129.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-01-17,1.8701,1.875,1.8562,1.8572,0.056179775,0,0.6861702129999999,0,-1,1.8811200000000001,1.9081700000000001,1.85408,0,1.8628,1.88218,0.0108,-119.5756202,0,-37.8,-58.0,0.0,0.0,-0.0058,0.0,-58.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2005-01-18,1.8572,1.87395,1.8526,1.8630000000000002,1.052884615,0,0.27166276300000003,0,0,1.8771,1.89756,1.85664,0,1.8631799999999998,1.8781700000000001,0.00843,-118.5262903,0,1.05,76.0,0.0,0.0076,0.0,0.0,76.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-01-19,1.8630000000000002,1.8827,1.8630000000000002,1.8706,1.592105263,0,0.38578680200000004,0,0,1.8746900000000002,1.89011,1.85927,0,1.8721,1.87565,0.0063,-37.50157411,0,81.02,-1.0,-0.0001,0.0,0.0,0.0,-1.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-01-20,1.8706,1.87535,1.8636,1.8705,1.4226804119999998,0,0.008510638000000001,-1,0,1.8737700000000002,1.88865,1.8588900000000002,0,1.86982,1.8742,0.00549,-53.29655571,0,-15.79,-67.0,0.0,0.0,-0.0067,0.0,-67.0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2005-01-21,1.8705,1.8808,1.8615,1.8772,0.229299363,0,0.34715025899999996,0,1,1.8731799999999998,1.88703,1.8593400000000002,0,1.87317,1.87352,0.00484,-4.84025971,0,48.46,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2005-01-23,1.8772,1.8792,1.8769999999999998,1.8772,0.1,0,0.0,-1,0,1.87326,1.88716,1.85935,0,1.8778,1.87356,0.00488,57.87433558,0,62.71,-18.0,0.0,0.0,-0.0018,0.0,-18.0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2005-01-24,1.8772,1.8838,1.87425,1.879,1.010526316,0,0.188481675,0,0,1.87382,1.88792,1.85972,0,1.8790200000000001,1.87391,0.0052899999999999996,64.39525556,0,6.52,-152.0,-0.0152,0.0,0.0,0.0,-152.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-01-25,1.879,1.8812,1.8626,1.8638,0.068965517,0,0.817204301,0,-1,1.8732900000000001,1.88811,1.8584599999999998,0,1.8692,1.8738,0.005379999999999999,-57.01671198,0,-121.41,-179.0,0.0,0.0,-0.0179,0.0,-179.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2005-01-26,1.8638,1.8855,1.8638,1.8817,0.21229050300000002,0,0.824884793,0,1,1.87362,1.88887,1.85837,0,1.8769999999999998,1.87388,0.00548,37.93460479,0,94.95,87.5,0.0,0.00875,0.0,0.0,87.5,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-01-27,1.8817,1.89285,1.8794,1.89045,0.21719457,0,0.650557621,0,1,1.87448,1.89152,1.8574400000000002,-2,1.88757,1.87452,0.0062,140.158617,0,102.22,24.5,0.0,0.0,0.0,0.00245,24.5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
2005-01-28,1.89045,1.89085,1.8785,1.8880000000000001,3.333333333,-1,0.19838056699999998,0,0,1.8742900000000002,1.8907599999999998,1.85781,0,1.88578,1.8745900000000002,0.00628,118.7444739,0,-21.41,22.0,0.0,0.0,0.0,0.0022,22.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-01-30,1.8880000000000001,1.8877,1.8847,1.8858,0.578947368,0,0.7333333329999999,0,0,1.87465,1.89175,1.8575599999999999,0,1.8860700000000001,1.8747099999999999,0.00642,117.8592236,0,-0.89,-16.0,-0.0016,0.0,0.0,0.0,-16.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-01-31,1.8858,1.8884,1.8789,1.8842,1.2619047620000001,0,0.16842105300000001,0,-1,1.87563,1.89313,1.85812,0,1.88383,1.8755400000000002,0.0069,80.15653775,0,-37.7,9.0,0.0,0.0,0.0,0.0009,9.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2005-01-02,1.8842,1.8867,1.8777,1.8833,1.6470588240000001,0,0.1,0,0,1.87657,1.89418,1.85896,0,1.88257,1.87642,0.00689,59.42114784,0,-20.74,12.0,0.0,0.0012,0.0,0.0,12.0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2005-02-02,1.8833,1.8888,1.8824,1.8845,2.047619048,1,0.1875,0,0,1.87852,1.8935400000000002,1.8635,0,1.88523,1.87802,0.00627,76.63882561,0,17.22,-26.5,-0.00265,0.0,0.0,0.0,-26.5,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-02,1.8845,1.8915,1.8769,1.88185,0.512953368,0,0.181506849,0,-1,1.8798599999999999,1.89277,1.86696,0,1.88342,1.87947,0.00545,48.24676269,0,-28.39,59.5,0.0,0.0,0.0,0.00595,59.5,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2005-04-02,1.88185,1.892,1.8732,1.8759,0.167701863,0,0.316489362,0,-1,1.8802400000000001,1.89248,1.868,0,1.88037,1.8800599999999998,0.00491,4.171864172,0,-44.07,26.0,0.0,0.0,0.0,0.0026,26.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2005-06-02,1.8759,1.8744,1.8716,1.8733,1.545454545,0,0.9285714290000001,0,0,1.8804400000000001,1.8922299999999999,1.8686599999999998,0,1.8731,1.8802900000000002,0.00464,-103.35972240000001,0,-107.53,-154.0,-0.0196,0.0,0.0,0.0,-196.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-07-02,1.8733,1.8754,1.855,1.8579,0.165714286,0,0.754901961,0,-1,1.87906,1.8948099999999999,1.86332,2,1.86277,1.87955,0.00549,-203.8521915,2,-100.49,-42.0,0.0014,0.0,0.0,0.0,14.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2005-08-02,1.8579,1.8599,1.8512,1.8537,0.403225806,0,0.482758621,0,-1,1.8773900000000001,1.89705,1.85772,2,1.85493,1.87792,0.007509999999999999,-203.9600075,2,-0.11,56.0,0.0,0.0056,0.0,0.0,56.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
2005-09-02,1.8537,1.8645,1.8525,1.8593,0.764705882,0,0.46666666700000003,0,0,1.87598,1.8973200000000001,1.85464,0,1.85877,1.87647,0.00908,-129.9286107,0,74.03,86.0,0.0,0.0086,0.0,0.0,86.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-10-02,1.8593,1.8732,1.851,1.8679,0.313609467,0,0.387387387,0,1,1.87627,1.89715,1.85539,0,1.8640299999999999,1.8761,0.009559999999999999,-84.17369439,0,45.75,7.0,0.0,0.0007,0.0,0.0,7.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-11-02,1.8679,1.8709,1.8626,1.8686,0.38333333299999994,0,0.084337349,0,0,1.8753400000000002,1.89631,1.8543599999999998,0,1.86737,1.8754099999999998,0.01022,-52.51126351,0,31.66,8.0,0.0,0.0008,0.0,0.0,8.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2005-02-13,1.8686,1.8704,1.8688,1.8694,1.6666666669999999,0,0.5,0,0,1.8738299999999999,1.89353,1.8541400000000001,0,1.86953,1.8741299999999999,0.009770000000000001,-31.34291981,0,21.17,176.0,0.0,0.0176,0.0,0.0,176.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-02-14,1.8694,1.8918,1.8678,1.8869999999999998,0.25,0,0.7333333329999999,0,1,1.8737599999999999,1.8933,1.8542299999999998,0,1.8822,1.8738700000000001,0.00951,58.37400409,0,89.72,81.0,0.0,0.0081,0.0,0.0,81.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-02-15,1.8869999999999998,1.8976,1.8833,1.8951,0.211864407,0,0.566433566,0,1,1.8744299999999998,1.89569,1.85316,-2,1.892,1.8742900000000002,0.009940000000000001,118.7891857,0,60.42,110.5,0.0,0.0,0.0,0.01105,110.5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
2005-02-16,1.8951,1.8954,1.8755,1.88405,0.753303965,0,0.5552763820000001,0,0,1.87441,1.89566,1.85317,0,1.8849799999999999,1.87438,0.010020000000000001,70.57984791,0,-48.21,107.0,0.0,0.0107,0.0,0.0,107.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-02-17,1.88405,1.8958,1.88355,1.89475,0.09375,0,0.873469388,0,0,1.87523,1.89818,1.85228,0,1.89137,1.875,0.01065,102.44484200000001,0,31.86,-4.5,-0.00045,0.0,0.0,0.0,-4.5,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-02-18,1.89475,1.89725,1.8891,1.8943,1.7627118640000001,0,0.05521472400000001,-1,0,1.8759299999999999,1.90021,1.8516599999999999,0,1.89355,1.8756,0.01124,106.45628149999999,0,4.01,7.0,0.0,0.0,0.0,0.0007,7.0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
2005-02-20,1.8943,1.8940000000000001,1.8928,1.8936,2.0,0,0.583333333,0,0,1.87677,1.90229,1.85125,0,1.89347,1.87632,0.01196,95.60023890000001,0,-10.86,31.0,0.0,0.0031,0.0,0.0,31.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-02-21,1.8936,1.8998,1.8908,1.8967,0.525423729,0,0.34444444399999996,0,1,1.8782599999999998,1.9053799999999999,1.85113,0,1.8957700000000002,1.87742,0.013059999999999999,93.67365542,0,-1.93,141.0,0.0,0.0141,0.0,0.0,141.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-02-22,1.8967,1.9137,1.8955,1.9108,0.18954248399999998,0,0.774725275,0,1,1.88094,1.91179,1.85008,-2,1.90667,1.8798099999999998,0.0145,123.47660159999998,0,29.8,43.0,0.0,0.0,0.0,0.0043,43.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
2005-02-23,1.9108,1.9132,1.9043,1.9065,0.328358209,0,0.483146067,0,0,1.88441,1.9150900000000002,1.8537299999999999,0,1.9080000000000001,1.88305,0.014490000000000001,114.8045567,0,-8.67,9.0,0.0,0.0009,0.0,0.0,9.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-02-24,1.9065,1.9140000000000001,1.9014,1.9074,1.1,0,0.071428571,1,0,1.8882400000000001,1.9164900000000002,1.86,0,1.9076,1.8868099999999999,0.01342,103.27141879999999,0,-11.53,121.0,0.0,0.0121,0.0,0.0,121.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
2005-02-25,1.9074,1.91975,1.9064,1.9195,0.019083969,0,0.906367041,0,1,1.8925400000000001,1.92029,1.8647900000000002,-2,1.9152200000000001,1.89084,0.0123,132.1577902,0,28.89,1.0,0.0,0.0,0.0,0.0001,1.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
2005-02-27,1.9195,1.9197,1.9163,1.9194,10.33333333,-1,0.029411765,-1,0,1.89622,1.92366,1.8687900000000002,0,1.9184700000000001,1.89473,0.011909999999999999,132.9096207,0,0.75,3.0,0.0,0.0,0.0,0.0003,3.0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0
2005-02-28,1.9194,1.926,1.9185,1.9191,0.086956522,0,0.04,0,0,1.89983,1.9254200000000001,1.8742400000000001,0,1.9212,1.89857,0.012240000000000001,123.19351850000001,0,-9.72,-7.0,-0.0007,0.0,0.0,0.0,-7.0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
2005-01-03,1.9191,1.9228,1.9174,1.9184,0.22727272699999998,0,0.12962963,0,-1,1.90333,1.9252599999999997,1.8814,0,1.91953,1.9021400000000002,0.01167,99.35720845,0,-23.84,56.0,0.0,0.0,0.0,0.0056,56.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2005-02-03,1.9184,1.92,1.9080000000000001,1.9128,0.666666667,0,0.46666666700000003,0,-1,1.90517,1.92588,1.8844599999999998,0,1.9136,1.9043900000000002,0.010740000000000001,57.18251581,0,-42.17,59.0,0.0,0.0,0.0,0.0059,59.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2005-03-03,1.9128,1.9137,1.9058,1.9069,0.161764706,0,0.7468354429999999,0,-1,1.9060099999999998,1.9261099999999998,1.88592,0,1.9088,1.9055900000000001,0.00983,21.79387354,0,-35.39,-159.0,0.0,0.0,-0.0159,0.0,-159.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2005-04-03,1.9069,1.9273,1.90495,1.9228,0.25210084,0,0.711409396,0,1,1.90878,1.9270200000000002,1.89055,0,1.91835,1.9079700000000002,0.008490000000000001,81.54041416,0,59.75,9.0,0.0,0.0009,0.0,0.0,9.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-06-03,1.9228,1.9248,1.9226,1.9237,1.0,0,0.409090909,0,0,1.91085,1.92887,1.89283,0,1.9237,1.91028,0.0083,107.77761840000001,0,26.24,-88.0,-0.0088,0.0,0.0,0.0,-88.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-07-03,1.9237,1.9251,1.9116,1.9149,0.323529412,0,0.6518518520000001,0,-1,1.91232,1.92839,1.8962599999999998,0,1.9172,1.9119700000000002,0.007359999999999999,47.38707093,0,-60.39,-135.0,0.0,0.0,-0.0076,0.0,-76.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2005-08-03,1.9149,1.9326,1.9131,1.9284,0.27450980399999997,0,0.692307692,0,1,1.91481,1.92953,1.90008,-2,1.9247,1.9142,0.0064,109.45644080000001,0,62.07,59.0,0.0,0.0,0.0,0.0059,59.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
2005-09-03,1.9284,1.932,1.9201,1.9225,0.252631579,0,0.495798319,0,0,1.91665,1.9286299999999998,1.90467,0,1.92487,1.91628,0.0054,106.05926950000001,0,-3.4,12.0,0.0,0.0012,0.0,0.0,12.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-10-03,1.9225,1.9306,1.9207,1.9237,2.3,1,0.12121212099999999,0,0,1.91757,1.9295900000000001,1.90556,0,1.925,1.9175900000000001,0.00502,98.5104315,0,-7.55,21.0,0.0,0.0021,0.0,0.0,21.0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-11-03,1.9237,1.92925,1.9165,1.9258,0.37096774200000004,0,0.164705882,0,0,1.91895,1.93015,1.90775,0,1.92385,1.91872,0.00454,75.25980264,0,-23.25,17.0,0.0,0.0017,0.0,0.0,17.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2005-03-13,1.9258,1.9278,1.9258,1.9275,0.176470588,0,0.85,0,0,1.92039,1.9306299999999998,1.9101400000000002,0,1.92703,1.9201099999999998,0.004229999999999999,109.2086736,0,33.95,-141.0,-0.0141,0.0,0.0,0.0,-141.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-14,1.9275,1.9278,1.9101,1.9134,0.229166667,0,0.796610169,0,-1,1.91995,1.9306900000000002,1.9092099999999999,0,1.9171,1.9202400000000002,0.00409,-51.19255381,0,-160.4,4.5,0.0,0.0,0.0,0.00045,4.5,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
2005-03-15,1.9134,1.92565,1.9112,1.91295,0.137795276,0,0.031141869,0,0,1.9194900000000001,1.93071,1.9082700000000001,0,1.9166,1.9201099999999998,0.004229999999999999,-55.36150235,0,-4.17,140.5,0.0,0.01405,0.0,0.0,140.5,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2005-03-16,1.91295,1.9295,1.91125,1.9269999999999998,0.158730159,0,0.769863014,0,1,1.92005,1.9318,1.90831,0,1.92258,1.9202099999999998,0.00432,36.6088632,0,91.97,-19.0,-0.0019,0.0,0.0,0.0,-19.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2005-03-17,1.9269999999999998,1.9272,1.9185,1.9251,3.142857143,-1,0.218390805,0,0,1.9205299999999998,1.9324700000000001,1.9086,0,1.9236,1.9205,0.00448,46.17390864,0,9.57,32.0,0.0,0.0,0.0,0.0032,32.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-18,1.9251,1.925,1.9124,1.9219,3.064516129,-1,0.253968254,0,0,1.9211799999999999,1.93248,1.90988,0,1.91977,1.92094,0.0039700000000000004,-19.67077485,0,-65.84,21.0,0.0,0.0,0.0,0.0021,21.0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-20,1.9219,1.9203,1.9188,1.9198,2.0,0,1.4,0,0,1.9221,1.93095,1.91326,0,1.91963,1.9217099999999998,0.00309,-44.87377073,0,-25.2,-241.0,-0.0343,0.0,0.0,0.0,-343.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-21,1.9198,1.9202,1.8947,1.8957,0.040816327,0,0.9450980390000001,0,-1,1.9201700000000002,1.93524,1.9050900000000002,2,1.90353,1.92065,0.0043,-265.4905063,2,-220.62,-102.0,-0.0251,0.0,0.0,0.0,-251.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2005-03-22,1.8957,1.90225,1.88,1.8855,0.328358209,0,0.458426966,0,-1,1.9174400000000003,1.9393099999999999,1.89557,2,1.88925,1.91819,0.0067599999999999995,-285.6440338,2,-20.15,-149.0,-0.0172,0.0,0.0,0.0,-172.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2005-03-23,1.8855,1.8886,1.8663,1.8706,0.238888889,0,0.668161435,0,-1,1.91428,1.94513,1.88342,2,1.87517,1.9151900000000002,0.011090000000000001,-240.62265159999998,2,45.02,-23.0,-0.0002,0.0,0.0,0.0,-2.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2005-03-24,1.8706,1.8742,1.8671,1.8683,0.20338983100000002,0,0.32394366199999997,0,0,1.90998,1.9465299999999999,1.8734400000000002,2,1.8698700000000001,1.9112799999999999,0.015330000000000002,-180.1201388,2,60.5,21.0,0.0,0.0021,0.0,0.0,21.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
2005-03-25,1.8683,1.8723,1.8677,1.8704,0.703703704,0,0.456521739,0,0,1.9062599999999998,1.9464700000000001,1.86605,0,1.8701299999999998,1.90737,0.01841,-134.8180718,0,45.3,-9.0,-0.004,0.0,0.0,0.0,-40.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-27,1.8704,1.8706,1.8692,1.8695,0.272727273,0,0.642857143,0,0,1.9023900000000002,1.9449400000000001,1.8598400000000002,0,1.8697700000000002,1.9034200000000001,0.020419999999999997,-109.88829750000001,0,24.93,-31.0,-0.0031,0.0,0.0,0.0,-31.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-28,1.8695,1.8703,1.8595,1.8664,1.769230769,0,0.287037037,0,-1,1.89815,1.94203,1.85427,0,1.8654,1.89925,0.022269999999999998,-101.3191188,0,8.57,-88.0,0.0,0.0,-0.0088,0.0,-88.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2005-03-29,1.8664,1.8766,1.8663,1.8752,0.157303371,0,0.8543689320000001,0,1,1.89441,1.93687,1.85195,0,1.8727,1.89536,0.022180000000000002,-68.11936453,0,33.2,43.0,0.0,0.0043,0.0,0.0,43.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-03-30,1.8752,1.8849,1.8743,1.8795,1.038461538,0,0.405660377,0,1,1.89199,1.9338400000000002,1.8501400000000001,0,1.87957,1.89268,0.02137,-40.91196019,0,27.21,81.0,0.0,0.0081,0.0,0.0,81.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2005-03-31,1.8795,1.8918,1.8754,1.8876,0.344262295,0,0.49390243899999997,0,1,1.89018,1.93072,1.8496400000000002,0,1.88493,1.89042,0.01957,-18.69294221,0,22.22,-54.0,-0.0094,0.0,0.0,0.0,-94.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2005-01-04,1.8876,1.89785,1.8762,1.8822,0.383386581,0,0.249422633,0,0,1.8869799999999999,1.9231900000000002,1.85076,0,1.88542,1.8877700000000002,0.01671,-9.377226735,0,9.32,-40.0,-0.0053,0.0,0.0,0.0,-53.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-03-04,1.8822,1.8808,1.8778,1.8782,0.153846154,0,1.333333333,0,0,1.88363,1.9145599999999998,1.8527,0,1.87893,1.88458,0.013580000000000002,-27.69708504,0,-18.32,-13.0,-0.0013,0.0,0.0,0.0,-13.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-04-04,1.8782,1.8808,1.871,1.8769,1.512820513,0,0.132653061,0,-1,1.88041,1.9048,1.8560299999999998,0,1.8762299999999998,1.88147,0.01078,-32.37590219,0,-4.68,-29.0,0.0,0.0,-0.0029,0.0,-29.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
2005-05-04,1.8769,1.8818,1.8719999999999999,1.8798,0.256410256,0,0.295918367,0,0,1.87756,1.8920299999999999,1.8630900000000001,0,1.8778700000000002,1.87848,0.00725,-5.672360929,0,26.7,-5.0,-0.0005,0.0,0.0,0.0,-5.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
2005-06-04,1.8798,1.8849,1.8744,1.8793,0.875,0,0.047619048,-1,0,1.8763900000000002,1.8877599999999999,1.8650099999999998,0,1.87953,1.87677,0.00545,33.84346305,0,39.52,96.5,0.0,0.0,0.0,0.00965,96.5,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
