Date,Open,High,Low,Close,CCI14,CCIGrad,ROC,WMA14,EMA,UppBB,MidBB,LowBB,Y2,,,,,
1993.06.30,1.512,1.5135,1.4885,1.4908,-3.317628583,-24.07717435,-86.90027124,0.799070238,1.498588001,0.107683061,0.106980612,0.106278164,Buy,Buy,,Buy,,
1993.07.01,1.4898,1.5175,1.4867,1.515,42.57336274,45.89099132,69.96816567,0.799641327,1.499629601,0.107539314,0.106947449,0.106355584,Sell,Sell,,Sell,,
1993.07.02,1.515,1.5255,1.5055,1.507,80.03644232,37.46307958,-8.427911743,0.800764286,1.501367876,0.107335267,0.106837755,0.106340243,Sell,Buy,,Sell,,
1993.07.05,1.508,1.5145,1.5045,1.5105,74.62961053,-5.406831786,-42.86991137,0.801757143,1.502496604,0.107233679,0.106807143,0.106380607,Buy,Sell,,Sell,,
1993.07.06,1.5095,1.513,1.5015,1.504,57.2924795,-17.33713104,-11.93029925,0.80255017,1.502985945,0.107215875,0.106795918,0.106375962,Buy,Sell,,Sell,,
1993.07.07,1.503,1.5077,1.49,1.4955,20.10359638,-37.18888312,-19.85175208,0.80275051,1.502285597,0.107086779,0.106701531,0.106316283,Buy,Buy,,Sell,,
1993.07.08,1.4942,1.4995,1.489,1.497,9.22477511,-10.87882127,26.31006185,0.802832143,1.501336406,0.107074442,0.10669898,0.106323517,Buy,Sell,,Sell,,
1993.07.09,1.495,1.499,1.4765,1.48,-44.36059403,-53.58536914,-42.70654787,0.802235204,1.499180441,0.10703773,0.106655612,0.106273495,Buy,Sell,,Buy,,
1993.07.12,1.484,1.4875,1.472,1.479,-74.27710955,-29.91651551,23.66885363,0.801252041,1.496556382,0.107048588,0.106661735,0.106274882,Buy,Buy,,Buy,,
1993.07.13,1.478,1.4995,1.4735,1.497,-26.34618968,47.93091987,77.84743538,0.80102534,1.495682198,0.107113821,0.106781633,0.106449444,Sell,Buy,,Sell,,
1993.07.14,1.4978,1.5052,1.4885,1.5025,17.05356697,43.39975665,-4.53116322,0.801339966,1.496089016,0.107191493,0.106952551,0.106713609,Sell,Sell,,Sell,,
1993.07.15,1.5025,1.5035,1.4845,1.489,-45.56206932,-62.61563629,-106.0153929,0.80104881,1.495588258,0.107194244,0.107017857,0.10684147,Buy,Sell,,Buy,,
1993.07.16,1.4905,1.4915,1.474,1.486,-109.0364453,-63.47437601,-0.85873972,0.800064966,1.494020935,0.107161046,0.106967347,0.106773648,Buy,Buy,,Buy,,
1993.07.19,1.4845,1.5018,1.483,1.4995,-14.25202502,94.78442031,158.2587963,0.799890816,1.494120366,0.107084971,0.106902041,0.106719111,Sell,Buy,,Buy,,
1993.07.20,1.4975,1.514,1.4955,1.5122,80.07532957,94.32735458,-0.457065729,0.800663095,1.495868762,0.107209708,0.107011224,0.106812741,Sell,Buy,,Buy,,
1993.07.21,1.5105,1.522,1.5075,1.516,128.3324569,48.2571273,-46.07022729,0.801952891,1.498441816,0.107248276,0.107016327,0.106784377,Sell,Sell,,Sell,,
1993.07.22,1.5151,1.5173,1.502,1.514,100.4614838,-27.87097302,-76.12810032,0.802907483,1.500129574,0.107277632,0.107052041,0.106826449,Sell,Sell,,Sell,,
1993.07.23,1.51,1.513,1.4915,1.5035,43.92356208,-56.53792177,-28.66694875,0.803267687,1.500467853,0.107223731,0.107016327,0.106808922,Buy,Sell,,Sell,,
1993.07.26,1.504,1.5058,1.494,1.5015,31.00821213,-12.91534995,43.62257181,0.803504932,1.50046325,0.107200504,0.107003571,0.106806639,Buy,Sell,,Sell,,
1993.07.27,1.5012,1.5022,1.4868,1.4898,-27.96424308,-58.97245521,-46.05710526,0.803235714,1.499459261,0.107173064,0.10697449,0.106775915,Buy,Buy,,Sell,,
1993.07.28,1.488,1.4975,1.4845,1.496,-28.15565729,-0.191414212,58.781041,0.802971939,1.498553582,0.107169644,0.106969388,0.106769132,Buy,Sell,,Sell,,
1993.07.29,1.495,1.5015,1.48,1.48,-74.46067043,-46.30501314,-46.11359892,0.802328061,1.497035327,0.10716388,0.106969388,0.106774895,Buy,Buy,,Buy,,
1993.07.30,1.4812,1.489,1.475,1.4815,-121.2970782,-46.83640777,-0.531394632,0.801293027,1.495008394,0.107166142,0.106982143,0.106798144,Buy,Buy,,Buy,,
1993.08.02,1.479,1.509,1.4759,1.5013,-12.73922743,108.5578508,155.3942585,0.801215136,1.495060608,0.107181935,0.107004082,0.106826228,Sell,Sell,,Sell,,
1993.08.03,1.5012,1.5095,1.494,1.5,34.63541667,47.37464409,-61.18320667,0.801521599,1.495874749,0.107171256,0.106991327,0.106811397,Sell,Buy,,Sell,,
1993.08.04,1.5,1.5055,1.4975,1.501,30.74912016,-3.886296506,-51.2609406,0.801827551,1.496602561,0.107231097,0.107052551,0.106874005,Buy,Sell,,Sell,,
1993.08.05,1.5016,1.5047,1.4895,1.4964,-16.82626539,-47.57538555,-43.68908904,0.801768537,1.496637775,0.107255082,0.107105612,0.106956143,Buy,Buy,,Sell,,
1993.08.06,1.4958,1.4995,1.485,1.4979,-42.29244535,-25.46617996,22.10920559,0.801447789,1.496303849,0.107247669,0.107097449,0.106947228,Buy,Sell,,Sell,,
1993.08.09,1.497,1.499,1.489,1.491,-45.78724566,-3.494800314,21.97137965,0.80104932,1.495863336,0.107131184,0.106989286,0.106847387,Buy,Sell,,Sell,,
1993.08.10,1.4908,1.4918,1.465,1.4668,-202.6369411,-156.8496955,-153.3548952,0.799404422,1.493019336,0.1068948,0.106738265,0.106581731,Buy,Buy,,Sell,,
1993.08.11,1.4668,1.4795,1.4668,1.4725,-172.9518856,29.68505558,186.5347511,0.797852551,1.490341202,0.106697021,0.106526531,0.10635604,Buy,Sell,,Sell,,
1993.08.12,1.4715,1.4782,1.4564,1.465,-167.0102066,5.941678944,-23.74337664,0.796038265,1.487166819,0.106562978,0.106330102,0.106097227,Buy,Sell,,Buy,,
1993.08.13,1.465,1.4705,1.455,1.459,-154.9180328,12.09217383,6.150494891,0.79404881,1.483744577,0.106423954,0.106113265,0.105802576,Buy,Buy,,Buy,,
1993.08.16,1.46,1.494,1.4595,1.491,-26.23091763,128.6871152,116.5949413,0.793686565,1.4834453,0.106426635,0.106119388,0.10581214,Sell,Sell,,Buy,,
1993.08.17,1.4885,1.497,1.4844,1.488,26.63384064,52.86475828,-75.82235688,0.79397551,1.484292593,0.106381248,0.106078571,0.105775895,Sell,Buy,,Buy,,
1993.08.18,1.4882,1.5183,1.4845,1.515,107.7047383,81.07089763,28.20613935,0.795431463,1.487178025,0.106615206,0.106257143,0.105899079,Sell,Sell,,Buy,,
1993.08.19,1.5147,1.5215,1.5,1.5045,106.4824693,-1.222268931,-82.29316656,0.796986905,1.490043177,0.106789296,0.10637449,0.105959684,Sell,Buy,,Buy,,
1993.08.20,1.5045,1.518,1.4985,1.515,103.9839407,-2.498528634,-1.276259703,0.798536395,1.492770754,0.106917884,0.106444388,0.105970892,Sell,Sell,,Sell,,
1993.08.23,1.5145,1.519,1.5,1.505,86.1830398,-17.80090091,-15.30237227,0.799830272,1.49480132,0.106971613,0.106469898,0.105968183,Sell,Sell,,Sell,,
1993.08.24,1.505,1.506,1.492,1.4985,42.71537659,-43.4676632,-25.6667623,0.800434524,1.495338922,0.106951858,0.106457143,0.105962427,Buy,Sell,,Buy,,
1993.08.25,1.4978,1.4995,1.478,1.482,-14.79041101,-57.5057876,-14.0381244,0.800170578,1.494160399,0.106872885,0.106383673,0.105894462,Buy,Buy,,Buy,,
1993.08.26,1.4815,1.5163,1.4805,1.509,57.48234889,72.27275989,129.7785475,0.801061905,1.49519679,0.106948015,0.106440306,0.105932598,Sell,Sell,,Sell,,
1993.08.27,1.509,1.5155,1.4959,1.503,63.37715739,5.894808499,-66.3779514,0.802118197,1.496477218,0.107037784,0.106501531,0.105965277,Sell,Sell,,Sell,,
1993.08.30,1.5038,1.5045,1.4865,1.4937,12.71303854,-50.66411884,-56.55892734,0.802407143,1.496266922,0.107135078,0.106638776,0.106142473,Buy,Sell,,Buy,,
1993.08.31,1.492,1.5015,1.4847,1.4912,-6.884160757,-19.5971993,31.06691955,0.802418367,1.495760222,0.107172963,0.106734184,0.106295405,Buy,Buy,,Buy,,
1993.09.01,1.4905,1.509,1.4855,1.5035,22.0246238,28.90878456,48.50598386,0.802820408,1.496236636,0.10725747,0.106930612,0.106603755,Sell,Buy,,Buy,,
1993.09.02,1.5015,1.5082,1.4925,1.5037,24.21701841,2.192394603,-26.71638996,0.803207483,1.496933974,0.107302921,0.107158673,0.107014426,Sell,Buy,,Buy,,
1993.09.03,1.5022,1.5323,1.4985,1.53,179.2929293,155.0759109,152.8835163,0.804733503,1.500045,0.107508507,0.107357653,0.107206799,Sell,Sell,,Buy,,
1993.09.06,1.529,1.538,1.5255,1.5268,211.3441654,32.05123614,-123.0246747,0.806764116,1.504052333,0.107785216,0.107555612,0.107326009,Sell,Buy,,Buy,,
1993.09.07,1.5263,1.5465,1.5238,1.5388,188.0624069,-23.2817585,-55.33299464,0.809036735,1.508360911,0.108041534,0.107677041,0.107312547,Sell,Buy,,Buy,,
1993.09.08,1.5378,1.546,1.531,1.5418,155.2742616,-32.78814534,-9.506386841,0.811385034,1.512526123,0.108375943,0.107867347,0.10735875,Sell,Buy,,Buy,,
1993.09.09,1.542,1.558,1.5365,1.5488,145.362093,-9.912168599,22.87597674,0.814158844,1.517224862,0.108749303,0.108039796,0.107330289,Sell,Buy,,Sell,,
1993.09.10,1.5485,1.5575,1.5421,1.5525,122.87834,-22.48375301,-12.57158441,0.816952041,1.521688214,0.109189653,0.108282143,0.107374633,Sell,Sell,,Sell,,
1993.09.13,1.5485,1.558,1.5405,1.545,95.14326046,-27.73507954,-5.25132653,0.819322619,1.52517423,0.109524031,0.108519388,0.107514744,Buy,Sell,,Buy,,
1993.09.14,1.5455,1.55,1.5369,1.5445,71.61724002,-23.52602045,4.209059088,0.821155102,1.527657666,0.109760369,0.108838265,0.107916161,Buy,Buy,,Sell,,
1993.09.15,1.542,1.557,1.537,1.5485,73.50214709,1.884907077,25.41092752,0.822959524,1.53030331,0.109972982,0.109039796,0.10810661,Sell,Sell,,Sell,,
1993.09.16,1.5485,1.552,1.5275,1.531,32.37831064,-41.12383645,-43.00874353,0.823769558,1.53117398,0.11006257,0.109182653,0.108302736,Buy,Buy,,Buy,,
1993.09.17,1.531,1.538,1.524,1.532,4.094197322,-28.28411332,12.83972313,0.824023299,1.531195227,0.110091785,0.109378061,0.108664337,Buy,Buy,,Sell,,
1993.09.20,1.53,1.536,1.5255,1.5338,-7.82839617,-11.92259349,16.36151983,0.824122109,1.531271419,0.110088263,0.109595408,0.109102553,Sell,Sell,,Sell,,
1993.09.21,1.5328,1.5435,1.5005,1.5165,-92.80649091,-84.97809474,-73.05550125,0.823191837,1.529790785,0.110010634,0.109661735,0.109312835,Buy,Buy,,Sell,,
1993.09.22,1.5155,1.5235,1.51,1.5175,-136.7929668,-43.98647591,40.99161883,0.821929082,1.528085347,0.109965652,0.109732143,0.109498634,Buy,Sell,,Sell,,
1993.09.23,1.517,1.5205,1.502,1.5055,-170.3244878,-33.53152095,10.45495495,0.820039456,1.525585079,0.109904995,0.109607143,0.109309291,Buy,Buy,,Buy,,
1993.09.24,1.5052,1.5105,1.4915,1.508,-162.1811981,8.143289668,41.67481062,0.817777041,1.522618179,0.109941644,0.109511224,0.109080805,Buy,Sell,,Sell,,
1993.09.27,1.5145,1.5175,1.5095,1.5127,-90.15526591,72.0259322,63.88264253,0.816358333,1.521366867,0.109857848,0.109378061,0.108898274,Sell,Buy,,Buy,,
1993.09.28,1.512,1.5195,1.5034,1.513,-80.24858863,9.906677278,-62.11925492,0.814967177,1.520113507,0.109747801,0.109231122,0.108714444,Buy,Buy,,Sell,,
1993.09.29,1.513,1.5167,1.5089,1.5135,-64.57334876,15.67523987,5.768562593,0.813793197,1.519169484,0.10954615,0.10905102,0.108555891,Sell,Sell,,Sell,,
1993.09.30,1.5095,1.5135,1.494,1.495,-107.0285687,-42.45521991,-58.13045978,0.811925,1.516724663,0.109244811,0.108757653,0.108270496,Buy,Buy,,Buy,,
1993.10.01,1.495,1.5095,1.4885,1.504,-99.37593697,7.6526317,50.10785161,0.81029932,1.514583597,0.109001824,0.108548469,0.108095115,Buy,Buy,,Buy,,
1993.10.04,1.495,1.5215,1.4933,1.5155,-44.40243646,54.9735005,47.3208688,0.809588095,1.513985784,0.108775908,0.10840051,0.108025113,Sell,Buy,,Buy,,
1993.10.05,1.5145,1.526,1.5108,1.5175,19.22455574,63.6269922,8.653491695,0.809620238,1.514534346,0.108481665,0.108242347,0.108003029,Sell,Buy,,Buy,,
1993.10.06,1.5161,1.5305,1.5135,1.5245,71.71717172,52.49261598,-11.13437622,0.810140476,1.515640878,0.108389368,0.108209184,0.108028999,Sell,Sell,,Buy,,
1993.10.07,1.5246,1.5285,1.5195,1.5225,89.79028166,18.07310994,-34.41950604,0.810779762,1.516688761,0.108311476,0.108160714,0.108009953,Sell,Buy,,Buy,,
1993.10.08,1.522,1.539,1.52,1.534,162.5644017,72.77412001,54.70101007,0.811994728,1.518596926,0.10830868,0.108161735,0.108014789,Sell,Sell,,Sell,,
1993.10.11,1.533,1.5395,1.528,1.5312,149.7559599,-12.80844173,-85.58256175,0.81334932,1.520504003,0.108427857,0.108236735,0.108045612,Sell,Buy,,Sell,,
1993.10.12,1.5305,1.5372,1.5255,1.532,113.3033498,-36.45261014,-23.6441684,0.814543707,1.521979025,0.108538952,0.108310714,0.108082477,Buy,Sell,,Sell,,
1993.10.13,1.5315,1.5345,1.5189,1.5219,57.26085124,-56.04249856,-19.58988842,0.815201871,1.522395155,0.108626084,0.108394388,0.108162691,Buy,Sell,,Sell,,
1993.10.14,1.5214,1.5325,1.5114,1.5155,12.66722799,-44.59362325,11.4488753,0.81540102,1.522049134,0.108635964,0.108432653,0.108229342,Buy,Sell,,Sell,,
1993.10.15,1.5145,1.519,1.508,1.5105,-44.0167364,-56.68396439,-12.09034114,0.814994728,1.520775916,0.108625849,0.108421429,0.108217008,Buy,Sell,,Sell,,
1993.10.18,1.5075,1.509,1.4835,1.4855,-158.9167115,-114.8999751,-58.21601075,0.81317551,1.517028016,0.108568973,0.108281122,0.107993272,Buy,Buy,,Buy,,
1993.10.19,1.487,1.4955,1.4825,1.4882,-144.9602371,13.95647446,128.8564496,0.81117381,1.513255392,0.108544076,0.108152041,0.107760006,Buy,Buy,,Sell,,
1993.10.20,1.4875,1.4985,1.4843,1.4938,-115.6989933,29.26124374,15.30476928,0.809543707,1.510448006,0.108582838,0.108145918,0.107708999,Sell,Sell,,Sell,,
1993.10.21,1.494,1.4994,1.482,1.484,-121.1786372,-5.479643865,-34.74088761,0.807690986,1.507517161,0.108548428,0.108043878,0.107539327,Buy,Sell,,Sell,,
1993.10.22,1.4835,1.489,1.47,1.472,-136.5452185,-15.36658133,-9.886937467,0.805081463,1.503448206,0.108504295,0.107821939,0.107139583,Buy,Buy,,Buy,,
1993.10.25,1.4785,1.492,1.476,1.4787,-94.4261776,42.11904093,57.48562226,0.803014626,1.500619556,0.108405957,0.10762398,0.106842002,Buy,Buy,,Buy,,
1993.10.26,1.478,1.486,1.4725,1.4803,-87.81865118,6.607526425,-35.5115145,0.800942687,1.497816949,0.108252664,0.107398469,0.106544275,Sell,Buy,,Buy,,
1993.10.27,1.48,1.486,1.4765,1.4811,-72.08311748,15.7355337,9.128007272,0.799205612,1.495601356,0.108061482,0.107187245,0.106313008,Sell,Buy,,Sell,,
1993.10.28,1.4803,1.498,1.4725,1.489,-47.7540832,24.32903428,8.593500587,0.798062925,1.494387842,0.107732189,0.106957653,0.106183117,Sell,Sell,,Sell,,
1993.10.29,1.4888,1.492,1.478,1.478,-57.49247833,-9.738395136,-34.06742942,0.796873469,1.492825018,0.107313529,0.106686224,0.10605892,Buy,Sell,,Sell,,
1993.11.01,1.4825,1.487,1.4772,1.4812,-59.49720126,-2.004722923,7.733672213,0.795878401,1.491355016,0.10687334,0.106427041,0.105980742,Buy,Sell,,Buy,,
1993.11.02,1.4805,1.4865,1.4705,1.4736,-88.94924071,-29.45203946,-27.44731654,0.794784864,1.489423236,0.106481801,0.106180612,0.105879423,Buy,Buy,,Buy,,
1993.11.03,1.4729,1.486,1.4705,1.4835,-60.07634912,28.87289159,58.32493105,0.794161224,1.488166805,0.106175364,0.106017347,0.10585933,Sell,Sell,,Sell,,
1993.11.04,1.4835,1.4875,1.477,1.4814,-27.0461693,33.03017983,4.157288237,0.793881122,1.487340119,0.105918408,0.105868878,0.105819347,Sell,Buy,,Buy,,
1993.11.05,1.4805,1.4883,1.474,1.482,-28.28005491,-1.233885616,-34.26406544,0.793718707,1.486552548,0.105888534,0.10585102,0.105813506,Buy,Sell,,Sell,,
1993.11.08,1.485,1.4875,1.4789,1.4807,-1.941209096,26.33884582,27.57273143,0.793680272,1.48599443,0.105845044,0.105812755,0.105780467,Sell,Sell,,Sell,,
1993.11.09,1.4805,1.485,1.4635,1.4698,-202.9289399,-200.9877308,-227.3265766,0.792988605,1.484230729,0.105718556,0.105690306,0.105662056,Buy,Buy,,Buy,,
1993.11.10,1.4688,1.4805,1.465,1.479,-126.0011418,76.92779809,277.9155289,0.792543707,1.482977743,0.105688858,0.105664796,0.105640734,Buy,Sell,,Buy,,
1993.11.11,1.4805,1.482,1.4745,1.4756,-66.60070904,59.40043279,-17.5273653,0.79234932,1.482229599,0.10570692,0.105683163,0.105659407,Sell,Buy,,Buy,,
1993.11.12,1.4756,1.4981,1.4722,1.492,150.9347521,217.5354611,158.1350283,0.792872109,1.48292343,0.105781512,0.10575102,0.105720528,Sell,Sell,,Sell,,
1993.11.15,1.4918,1.4965,1.4855,1.4872,164.2094227,13.27467062,-204.2607905,0.793532653,1.483831417,0.105827774,0.105786224,0.105744675,Sell,Sell,,Sell,,
1993.11.16,1.4868,1.491,1.475,1.4807,18.03389831,-146.1755244,-159.450195,0.793605782,1.48361834,0.105825872,0.105784184,0.105742496,Buy,Sell,,Sell,,
1993.11.17,1.4798,1.4845,1.4735,1.479,-34.48090732,-52.51480563,93.66071878,0.793442687,1.483002561,0.105771134,0.105733163,0.105695192,Buy,Sell,,Sell,,
1993.11.18,1.4778,1.482,1.4725,1.477,-60.76696165,-26.28605433,26.2287513,0.793186905,1.482224442,0.105767029,0.105728061,0.105689093,Buy,Sell,,Sell,,
1993.11.19,1.476,1.48,1.469,1.4735,-99.37106918,-38.60410753,-12.3180532,0.792744898,1.481150072,0.105732321,0.105688776,0.10564523,Buy,Buy,,Buy,,
1993.11.22,1.473,1.4785,1.4693,1.4755,-87.59270395,11.77836523,50.38247276,0.792360884,1.480254507,0.105744846,0.105698469,0.105652092,Buy,Buy,,Buy,,
1993.11.23,1.4745,1.49,1.471,1.486,40.89247932,128.4851833,116.706818,0.792553571,1.480531683,0.105758567,0.105711224,0.105663882,Sell,Buy,,Buy,,
1993.11.24,1.4855,1.4955,1.485,1.4875,129.0344592,88.14197991,-40.34320337,0.793234354,1.481705237,0.105801443,0.105742347,0.105683251,Sell,Buy,,Sell,,
1993.11.25,1.4875,1.49,1.484,1.489,90.14479215,-38.88966708,-127.031647,0.793758503,1.482500094,0.105844279,0.105778061,0.105711843,Sell,Sell,,Buy,,
1993.11.26,1.4879,1.49,1.4738,1.4785,1.433349259,-88.71144289,-49.82177582,0.793757993,1.48226897,0.105832666,0.105766837,0.105701007,Buy,Buy,,Buy,,
1993.11.29,1.4815,1.491,1.4774,1.4891,59.21862012,57.78527086,146.4967138,0.794127551,1.482744219,0.105924318,0.105865306,0.105806295,Sell,Sell,,Sell,,
1993.11.30,1.4884,1.4912,1.4779,1.4863,41.99643494,-17.22218518,-75.00745604,0.794380442,1.483062767,0.105955743,0.105902551,0.105849359,Sell,Sell,,Sell,,
1993.12.01,1.4856,1.487,1.4755,1.4785,-34.45913653,-76.45557147,-59.23338629,0.794237925,1.482698843,0.105967501,0.105917347,0.105867193,Buy,Buy,,Buy,,
1993.12.02,1.4775,1.4865,1.4765,1.4835,0.040971613,34.50010814,110.9556796,0.794211224,1.482627886,0.105920451,0.10587398,0.105827509,Buy,Buy,,Buy,,
1993.12.03,1.4845,1.4963,1.4805,1.49,118.9697077,118.9287361,84.42862799,0.794694728,1.483468612,0.105933091,0.105888265,0.10584344,Sell,Buy,,Buy,,
1993.12.06,1.4927,1.506,1.491,1.5034,212.8474474,93.87773962,-25.05099651,0.795982313,1.485690575,0.106092056,0.106004082,0.105916107,Sell,Sell,,Sell,,
1993.12.07,1.5034,1.5045,1.4902,1.493,129.3829179,-83.46452951,-177.3422691,0.79687619,1.487051832,0.106180195,0.10607551,0.105970825,Sell,Buy,,Buy,,
1993.12.08,1.4925,1.5005,1.486,1.4928,84.3209372,-45.06198066,38.40254885,0.797483844,1.487858254,0.106260677,0.106156122,0.106051568,Buy,Buy,,Buy,,
1993.12.09,1.4931,1.4975,1.49,1.4947,82.59385666,-1.727080547,43.33490011,0.798079252,1.488686043,0.106355621,0.106264286,0.10617295,Sell,Buy,,Sell,,
1993.12.10,1.494,1.5015,1.4918,1.495,94.18181818,11.58796153,13.31504207,0.798718367,1.48967457,0.106438647,0.106363776,0.106288904,Sell,Sell,,Sell,,
1993.12.13,1.4935,1.498,1.4885,1.4905,38.75716931,-55.42464887,-67.0126104,0.798977891,1.490029072,0.106456681,0.106386735,0.106316788,Buy,Sell,,Sell,,
1993.12.14,1.4895,1.493,1.484,1.4885,-11.23479971,-49.99196902,5.432679851,0.798912585,1.489825196,0.106461895,0.106391837,0.106321779,Buy,Sell,,Sell,,
1993.12.15,1.488,1.4902,1.476,1.478,-91.67030092,-80.4355012,-30.44353218,0.798344388,1.488701836,0.106414004,0.106335714,0.106257424,Buy,Buy,,Buy,,
1993.12.16,1.478,1.49,1.478,1.4874,-52.49770552,39.1725954,119.6080966,0.79807483,1.488226036,0.106451786,0.106381122,0.106310459,Buy,Buy,,Sell,,
1993.12.17,1.4867,1.493,1.485,1.4874,-12.47180875,40.02589677,0.853301373,0.798021088,1.48825812,0.106441485,0.106372449,0.106303413,Sell,Sell,,Buy,,
1993.12.20,1.4875,1.49,1.4833,1.4858,-42.12117049,-29.64936174,-69.67525851,0.797803912,1.488005926,0.106437629,0.106369898,0.106302167,Buy,Buy,,Sell,,
1993.12.21,1.4865,1.4915,1.486,1.4887,-20.46093311,21.66023738,51.30959912,0.79774949,1.488102914,0.106477042,0.106421939,0.106366836,Sell,Sell,,Buy,,
1994.01.03,1.478,1.485,1.4744,1.4752,-165.4021318,-144.9411987,-166.6014361,0.79689983,1.486782525,0.106445768,0.106379592,0.106313416,Buy,Buy,,Buy,,
1994.01.04,1.4754,1.4877,1.474,1.4858,-90.02994146,75.37219033,220.313389,0.796377551,1.486211522,0.106431444,0.106358163,0.106284882,Sell,Buy,,Sell,,
1994.01.05,1.4858,1.4906,1.481,1.486,-37.70014556,52.3297959,-23.04239443,0.796128571,1.486165541,0.106325723,0.106269388,0.106213052,Sell,Sell,,Buy,,
1994.01.06,1.4864,1.4902,1.479,1.4812,-63.62078812,-25.92064256,-78.25043846,0.795780952,1.485805691,0.106259146,0.106209184,0.106159221,Buy,Buy,,Buy,,
1994.01.07,1.481,1.496,1.48,1.493,41.90938511,105.5301732,131.4508158,0.795939626,1.486320488,0.106256183,0.106210204,0.106164225,Sell,Buy,,Sell,,
1994.01.10,1.492,1.4985,1.4905,1.4935,118.0294771,76.12009197,-29.41008126,0.796437245,1.487366645,0.106250258,0.106204082,0.106157905,Sell,Sell,,Buy,,
1994.01.11,1.4926,1.496,1.4867,1.4905,78.75555556,-39.27392153,-115.3940135,0.796712925,1.487859981,0.106217871,0.106181122,0.106144374,Buy,Buy,,Buy,,
