Date,Start,Max,Min,End,Volume,R1,S1,R2,S2,R3,S3,TypPr,SMA15,EMA15,SMA30,EMA30,StDev15,UppB15,LowB15,StDev30,UppB30,LowB30,MDev15,CCI15,Grad15,ROC15,MDev30,CCI30,Y1NexD,Y2SkpD,Y3Skp3D
2000.05.09,1.533,1.5371,1.5288,1.5317,7716,1.53626,1.52796,1.54083,1.52423,1.54456,1.51966,1.53253,1.56204,1.55679,1.57488,1.56754,0.018,1.59822,1.52585,0.018,1.61187,1.53789,0.01561,-125.99,26.9,-3.76,0.01466,-134.2,0,1,1
2000.05.10,1.5317,1.5343,1.5079,1.5095,8279,1.52656,1.50016,1.54363,1.49083,1.55296,1.47376,1.51723,1.55781,1.55184,1.57243,1.56419,0.021,1.59882,1.51681,0.021,1.61431,1.53055,0.0175,-154.63,-28.65,-55.54,0.01703,-158.86,0,1,1
2000.05.11,1.5098,1.5125,1.4928,1.505,8606,1.51406,1.49436,1.52313,1.48373,1.53376,1.47466,1.50343,1.55268,1.54579,1.56943,1.56014,0.024,1.59988,1.50548,0.024,1.61733,1.52153,0.02016,-162.84,-8.2,20.44,0.01963,-167.25,1,1,1
2000.05.12,1.5045,1.52,1.501,1.5161,7343,1.52374,1.50474,1.53137,1.49337,1.54274,1.48574,1.51237,1.54823,1.54161,1.56674,1.55695,0.024,1.59718,1.49928,0.026,1.61796,1.51551,0.02138,-111.81,51.03,59.24,0.02146,-111.43,0,1,1
2000.05.15,1.5224,1.523,1.5036,1.5036,5855,1.51654,1.49714,1.52947,1.49067,1.53594,1.47774,1.51007,1.54363,1.53767,1.56393,1.55383,0.025,1.59309,1.49417,0.027,1.61796,1.5099,0.022,-101.7,10.11,-40.92,0.02299,-97.34,0,1,1
2000.05.16,1.5013,1.5065,1.4922,1.4938,6604,1.5028,1.4885,1.5118,1.4832,1.5171,1.4742,1.4975,1.53818,1.53265,1.56059,1.55007,0.025,1.58876,1.48761,0.029,1.61814,1.50304,0.02234,-121.39,-19.69,-29.8,0.02453,-110.59,1,1,1
2000.05.17,1.4932,1.4988,1.4876,1.496,7461,1.50066,1.48946,1.50533,1.48293,1.51186,1.47826,1.49413,1.53259,1.52783,1.55745,1.54634,0.025,1.58287,1.48232,0.031,1.61874,1.49615,0.02157,-118.89,2.5,22.19,0.02658,-96.46,0,1,1
2000.05.18,1.4959,1.4974,1.4767,1.4827,7793,1.4945,1.4738,1.5063,1.4649,1.5152,1.4531,1.4856,1.52664,1.52256,1.55422,1.54229,0.025,1.57659,1.47668,0.033,1.61995,1.48849,0.02215,-123.52,-4.63,-7.13,0.02879,-95.02,1,1,1
2000.05.19,1.4826,1.4904,1.4753,1.4885,7661,1.49416,1.47906,1.49983,1.46963,1.50926,1.46396,1.48473,1.52162,1.51783,1.55101,1.53846,0.025,1.5723,1.47094,0.035,1.6205,1.48153,0.02239,-109.84,13.67,18.3,0.03086,-79.7,1,1,1
2000.05.22,1.4862,1.4967,1.4823,1.4917,7719,1.49816,1.48376,1.50463,1.47583,1.51256,1.46936,1.49023,1.51736,1.51438,1.54794,1.53524,0.025,1.56711,1.46761,0.036,1.6197,1.47617,0.02146,-84.28,25.56,11.89,0.03224,-56.08,0,1,1
2000.05.23,1.4915,1.493,1.4725,1.4767,8286,1.48896,1.46846,1.50123,1.46023,1.50946,1.44796,1.48073,1.51205,1.51017,1.54442,1.53161,0.024,1.55922,1.46487,0.037,1.61863,1.47021,0.01999,-104.42,-20.14,-45.7,0.03361,-62.12,0,1,0
2000.05.24,1.4765,1.4794,1.468,1.4731,7789,1.479,1.4676,1.4849,1.4621,1.4904,1.4562,1.4735,1.50625,1.50559,1.54065,1.52773,0.022,1.5494,1.46309,0.038,1.61735,1.46394,0.01868,-116.86,-12.44,7.7,0.03481,-62.71,0,0,0
2000.05.25,1.4734,1.4802,1.4664,1.4705,8079,1.47834,1.46454,1.48617,1.45857,1.49214,1.45074,1.47237,1.50128,1.50144,1.53679,1.52404,0.02,1.54164,1.46092,0.039,1.61517,1.4584,0.01753,-109.99,6.87,19.31,0.03551,-54.29,1,0,0
2000.05.26,1.4707,1.49,1.4699,1.49,7611,1.4967,1.4766,1.5034,1.4632,1.5168,1.4565,1.4833,1.49796,1.49917,1.53332,1.52133,0.019,1.53541,1.46052,0.039,1.61165,1.45499,0.01594,-61.32,48.67,41.8,0.03537,-27.64,1,0,0
2000.05.29,1.4888,1.4932,1.4858,1.4929,5777,1.49546,1.48806,1.49803,1.48323,1.50286,1.48066,1.49063,1.49522,1.4981,1.53017,1.51928,0.016,1.52813,1.46232,0.039,1.60753,1.45282,0.01357,-22.55,38.76,-9.91,0.03511,-8.72,1,0,0
2000.05.30,1.4931,1.5045,1.4898,1.4973,8153,1.5046,1.4899,1.5119,1.4825,1.5193,1.4752,1.4972,1.49287,1.49799,1.52745,1.51781,0.013,1.51914,1.4666,0.038,1.6035,1.4514,0.01091,26.46,49.01,10.25,0.03458,8.35,1,0,0
2000.05.31,1.4974,1.5018,1.4926,1.5004,7327,1.50394,1.49474,1.50747,1.48907,1.51314,1.48554,1.49827,1.4916,1.49802,1.52471,1.5165,0.012,1.5147,1.46851,0.037,1.59881,1.45061,0.00956,46.44,19.98,-29.03,0.0336,13.22,0,0,0
2000.06.01,1.5006,1.5023,1.4897,1.495,6261,1.50164,1.48904,1.50827,1.48307,1.51424,1.47644,1.49567,1.49109,1.49773,1.52188,1.51512,0.011,1.51343,1.46874,0.036,1.5937,1.45007,0.00901,33.88,-12.56,-32.54,0.03234,9.44,1,0,0
2000.06.02,1.4949,1.5129,1.4933,1.5101,7044,1.51756,1.49796,1.52503,1.48583,1.53716,1.47836,1.50543,1.49062,1.49869,1.51943,1.51447,0.01,1.51142,1.46983,0.034,1.58822,1.45063,0.00852,115.87,81.99,94.55,0.03049,32.38,1,0,1
2000.06.05,1.5103,1.5204,1.5074,1.5187,7397,1.5236,1.5106,1.5285,1.5025,1.5366,1.4976,1.5155,1.49099,1.50079,1.51731,1.51454,0.011,1.51326,1.46871,0.033,1.58245,1.45217,0.00891,183.5,67.63,-14.35,0.02806,58.23,1,0,1
2000.06.06,1.5187,1.5314,1.5112,1.5283,7311,1.53606,1.51586,1.54383,1.50343,1.55626,1.49566,1.52363,1.49273,1.50365,1.51546,1.51515,0.014,1.52024,1.46521,0.031,1.57648,1.45443,0.01076,191.4,7.9,-59.73,0.02584,79.73,0,1,1
2000.06.07,1.5274,1.5292,1.5187,1.5222,7569,1.52804,1.51754,1.53387,1.51287,1.53854,1.50704,1.52337,1.49468,1.50611,1.51364,1.51569,0.016,1.52617,1.46319,0.028,1.57018,1.45709,0.01284,148.92,-42.48,-50.38,0.02378,80.44,0,1,1
2000.06.08,1.5213,1.523,1.5056,1.5098,8223,1.52,1.5026,1.5302,1.4954,1.5374,1.4852,1.5128,1.49649,1.50695,1.51156,1.5155,0.016,1.5288,1.46418,0.026,1.56332,1.45981,0.01343,80.93,-67.99,-25.51,0.02148,50.62,1,1,1
2000.06.09,1.5102,1.5139,1.5008,1.5101,7937,1.51574,1.50264,1.52137,1.49517,1.52884,1.48954,1.50827,1.49806,1.50711,1.50984,1.51502,0.016,1.53022,1.4659,0.024,1.55839,1.4613,0.01345,50.6,-30.32,37.67,0.01977,34.43,1,1,0
2000.06.12,1.5085,1.5147,1.5027,1.5131,6534,1.51764,1.50564,1.52217,1.49817,1.52964,1.49364,1.51017,1.49939,1.5075,1.50837,1.51469,0.016,1.53179,1.46698,0.023,1.55404,1.46271,0.01379,52.09,1.49,31.81,0.0182,39.48,0,1,0
2000.06.13,1.5131,1.5182,1.5049,1.5049,7376,1.51376,1.50046,1.52263,1.49603,1.52706,1.48716,1.50933,1.5013,1.50773,1.50667,1.51434,0.016,1.53242,1.47017,0.021,1.54806,1.46528,0.01308,40.95,-11.14,-12.63,0.01649,32.5,0,1,0
2000.06.14,1.5052,1.5112,1.4978,1.4998,7654,1.50806,1.49466,1.51633,1.48953,1.52146,1.48126,1.50293,1.50326,1.50713,1.50475,1.51358,0.014,1.53061,1.4759,0.018,1.54101,1.4685,0.01099,-1.97,-42.92,-31.78,0.01474,-1.47,1,0,0
2000.06.15,1.4993,1.5142,1.4952,1.5111,8497,1.51846,1.49946,1.52583,1.48783,1.53746,1.48046,1.50683,1.50556,1.50709,1.50342,1.51313,0.011,1.52738,1.48373,0.016,1.53614,1.47069,0.00873,9.76,11.73,54.65,0.0134,6.36,1,0,1
2000.06.16,1.5116,1.5178,1.509,1.5152,7686,1.519,1.5102,1.5228,1.5052,1.5278,1.5014,1.514,1.5076,1.50795,1.50278,1.51319,0.009,1.52621,1.48899,0.016,1.53388,1.47168,0.0075,56.87,47.11,35.38,0.01282,33.27,0,0,1
2000.06.19,1.5147,1.5171,1.5111,1.512,7482,1.5157,1.5097,1.5194,1.5074,1.5217,1.5037,1.5134,1.50912,1.50863,1.50217,1.5132,0.008,1.52553,1.49271,0.015,1.53165,1.47269,0.00657,43.46,-13.41,-60.52,0.01229,23.21,1,1,1
2000.06.20,1.5117,1.5203,1.505,1.5177,7535,1.52366,1.50836,1.52963,1.49903,1.53896,1.49306,1.51433,1.51026,1.50935,1.50157,1.51328,0.008,1.52554,1.49498,0.014,1.52921,1.47392,0.00603,45.04,1.58,14.99,0.01177,23.07,0,0,1
2000.06.21,1.5181,1.5184,1.4944,1.4996,7702,1.51386,1.48986,1.52813,1.48013,1.53786,1.46586,1.50413,1.51065,1.50869,1.50113,1.51267,0.007,1.52495,1.49635,0.014,1.52818,1.47408,0.00566,-76.78,-121.81,-123.39,0.01139,-38.17,1,1,0
2000.06.22,1.4993,1.5159,1.4972,1.5121,7842,1.5196,1.5009,1.5271,1.4897,1.5383,1.4822,1.5084,1.5115,1.50866,1.50129,1.51238,0.006,1.52346,1.49954,0.014,1.52846,1.47413,0.00487,-42.48,34.3,156.12,0.01153,-17.94,0,1,0
2000.06.23,1.5128,1.5138,1.4985,1.4994,7647,1.5093,1.494,1.5192,1.4886,1.5246,1.4787,1.5039,1.5114,1.50806,1.50101,1.51182,0.006,1.52359,1.49921,0.013,1.52789,1.47414,0.00496,-100.72,-58.24,-92.54,0.01129,-44.3,0,1,0
2000.06.26,1.5011,1.5041,1.4966,1.498,7319,1.50254,1.49504,1.50707,1.49207,1.51004,1.48754,1.49957,1.51034,1.507,1.50066,1.511,0.007,1.52364,1.49704,0.013,1.52733,1.474,0.00527,-136.32,-35.6,22.64,0.01106,-64.95,1,0,0
2000.06.27,1.4977,1.5078,1.4936,1.5068,7200,1.51186,1.49766,1.51693,1.48853,1.52606,1.48346,1.50273,1.50894,1.50647,1.50084,1.51045,0.006,1.52067,1.49722,0.013,1.52749,1.47419,0.00464,-89.27,47.05,82.66,0.011,-37.66,1,0,0
2000.06.28,1.5068,1.5144,1.5025,1.5127,7107,1.51724,1.50534,1.52177,1.49797,1.52914,1.49344,1.50987,1.50804,1.50689,1.50136,1.51041,0.004,1.51693,1.49916,0.013,1.52808,1.47464,0.00376,32.35,121.62,74.56,0.01097,11.08,1,0,0
2000.06.29,1.5132,1.521,1.511,1.5178,7731,1.5222,1.5122,1.5266,1.5066,1.5322,1.5022,1.5166,1.5083,1.50811,1.50239,1.51082,0.005,1.5179,1.4987,0.013,1.52899,1.4758,0.00396,139.68,107.34,-14.28,0.01068,51.84,0,0,1
2000.06.30,1.5186,1.5212,1.5098,1.5173,7807,1.5224,1.511,1.5275,1.5047,1.5338,1.4996,1.5161,1.50882,1.50911,1.50344,1.51117,0.005,1.51918,1.49846,0.013,1.52964,1.47724,0.00443,109.51,-30.18,-137.52,0.01028,47.23,0,1,1
2000.07.03,1.5168,1.5197,1.5092,1.5136,7094,1.51914,1.50864,1.52467,1.50367,1.52964,1.49814,1.51417,1.50909,1.50974,1.50424,1.51137,0.005,1.51977,1.4984,0.013,1.53024,1.47823,0.00468,72.35,-37.16,-6.98,0.01001,33.83,1,1,1
2000.07.04,1.5138,1.5163,1.5113,1.5146,6317,1.51684,1.51184,1.51907,1.50907,1.52184,1.50684,1.51407,1.5094,1.51028,1.50535,1.51155,0.005,1.52037,1.49843,0.012,1.53006,1.48064,0.00498,62.5,-9.85,27.3,0.00933,33.32,0,1,1
2000.07.05,1.5149,1.5169,1.5067,1.5078,7699,1.51424,1.50404,1.52067,1.50027,1.52444,1.49384,1.51047,1.5099,1.5103,1.50658,1.51148,0.005,1.52032,1.49949,0.011,1.52832,1.48484,0.00452,8.29,-54.21,-44.36,0.00819,4.58,1,1,0
2000.07.06,1.507,1.5152,1.506,1.5082,7277,1.5136,1.5044,1.519,1.5006,1.5228,1.4952,1.5098,1.5101,1.51024,1.50783,1.51137,0.005,1.52039,1.49981,0.009,1.52548,1.49017,0.00431,-4.68,-12.97,41.24,0.00689,-2.92,1,0,1
2000.07.07,1.5078,1.5171,1.504,1.5131,7457,1.5188,1.5057,1.5245,1.4983,1.5319,1.4926,1.5114,1.50993,1.51038,1.50877,1.51137,0.005,1.52004,1.49982,0.008,1.52392,1.49361,0.00415,23.65,28.33,41.29,0.006,16.35,0,0,1
2000.07.10,1.5151,1.5196,1.5102,1.5128,7428,1.5182,1.5088,1.5236,1.5048,1.5276,1.4994,1.5142,1.50998,1.51086,1.50955,1.51156,0.005,1.52017,1.4998,0.007,1.52324,1.49587,0.0042,67,43.35,15.03,0.00543,51.75,1,1,1
2000.07.11,1.5129,1.5177,1.5112,1.5167,7318,1.5192,1.5127,1.5217,1.5087,1.5257,1.5062,1.5152,1.51004,1.5114,1.51015,1.5118,0.005,1.52033,1.49975,0.007,1.52318,1.49712,0.00425,80.93,13.93,-29.42,0.00513,67.03,0,1,1
2000.07.12,1.5166,1.5186,1.5055,1.5064,7727,1.51484,1.50174,1.52327,1.49707,1.52794,1.48864,1.51017,1.51044,1.51125,1.51055,1.51169,0.005,1.52024,1.50064,0.006,1.52281,1.49829,0.00382,-4.81,-85.74,-99.66,0.00474,-3.88,0,1,1
2000.07.13,1.5063,1.5075,1.4982,1.5036,7633,1.508,1.4987,1.5124,1.4938,1.5173,1.4894,1.5031,1.51009,1.51023,1.5108,1.51112,0.005,1.52052,1.49966,0.006,1.52211,1.49949,0.00421,-110.7,-105.89,-20.16,0.00451,-103.34,0,1,1
2000.07.14,1.5035,1.5052,1.4968,1.5021,7544,1.50594,1.49754,1.50977,1.49297,1.51434,1.48914,1.50137,1.50992,1.50912,1.51066,1.51047,0.005,1.52082,1.49902,0.006,1.52232,1.499,0.00441,-129.26,-18.56,87.34,0.00464,-123.02,0,1,0
2000.07.17,1.5006,1.5018,1.4904,1.4948,7175,1.50094,1.48954,1.50707,1.48427,1.51234,1.47814,1.49567,1.50966,1.50744,1.51,1.50948,0.006,1.52166,1.49766,0.006,1.52269,1.49731,0.00477,-195.58,-66.33,-47.77,0.00494,-188.88,1,1,0
2000.07.18,1.4955,1.5003,1.4908,1.4977,7965,1.50174,1.49224,1.50577,1.48677,1.51124,1.48274,1.49627,1.50923,1.50604,1.50909,1.5086,0.007,1.52258,1.49587,0.006,1.52166,1.49652,0.0054,-159.97,35.62,101.94,0.00506,-170.84,0,0,0
2000.07.19,1.4978,1.4987,1.4925,1.4972,7248,1.49976,1.49356,1.50233,1.48993,1.50596,1.48736,1.49613,1.50831,1.50481,1.50818,1.50777,0.007,1.52317,1.49346,0.006,1.52042,1.49594,0.00654,-124.2,35.76,0.15,0.00516,-157.5,1,0,0
2000.07.20,1.4971,1.5143,1.4908,1.513,7055,1.52126,1.49776,1.52953,1.48253,1.54476,1.47426,1.50603,1.50761,1.50496,1.50795,1.50765,0.007,1.52181,1.49341,0.006,1.5201,1.49581,0.00628,-16.73,107.47,71.71,0.00512,-20.52,1,0,0
2000.07.21,1.5125,1.5201,1.5086,1.517,7561,1.52186,1.51036,1.52673,1.50373,1.53336,1.49886,1.51523,1.50755,1.50624,1.50819,1.50816,0.007,1.52162,1.49348,0.006,1.52061,1.49576,0.00623,82.18,98.91,-8.56,0.0053,96.56,0,0,1
2000.07.24,1.5176,1.5218,1.5127,1.5155,7136,1.52064,1.51154,1.52577,1.50757,1.52974,1.50244,1.51667,1.50772,1.50755,1.5084,1.50873,0.007,1.52215,1.49328,0.006,1.52118,1.49563,0.00637,93.73,11.54,-87.37,0.00548,108.92,1,1,1
2000.07.25,1.5159,1.5218,1.5132,1.516,6485,1.5208,1.5122,1.5256,1.5084,1.5294,1.5036,1.517,1.50791,1.50873,1.50866,1.50928,0.007,1.52276,1.49307,0.007,1.5218,1.49552,0.00652,92.89,-0.84,-12.38,0.0057,106.3,0,1,1
2000.07.26,1.5157,1.5223,1.5135,1.5155,7371,1.5207,1.5119,1.5259,1.5083,1.5295,1.5031,1.5171,1.50836,1.50977,1.50913,1.5098,0.008,1.52386,1.49285,0.007,1.52243,1.49583,0.00688,84.79,-8.1,-7.26,0.0057,102.36,0,1,1
2000.07.27,1.5159,1.5175,1.5107,1.5127,6824,1.51656,1.50976,1.52043,1.50683,1.52336,1.50296,1.51363,1.50861,1.51026,1.50936,1.51006,0.008,1.52433,1.49289,0.007,1.52272,1.49599,0.00708,47.29,-37.5,-29.4,0.00571,58.65,0,1,1
2000.07.28,1.5128,1.5145,1.4987,1.5023,6864,1.51164,1.49584,1.52097,1.48937,1.52744,1.48004,1.50517,1.5082,1.50962,1.50906,1.50973,0.008,1.52393,1.49247,0.007,1.5224,1.49573,0.00715,-28.24,-75.53,-38.03,0.00575,-35.11,0,1,1
2000.07.31,1.5028,1.5055,1.4944,1.5,6547,1.50554,1.49444,1.51107,1.48887,1.51664,1.48334,1.49997,1.50725,1.50841,1.50861,1.50908,0.008,1.52313,1.49136,0.007,1.52223,1.49499,0.00724,-67.07,-38.83,36.69,0.00597,-81.29,0,1,0
2000.08.01,1.4997,1.5026,1.491,1.4926,6815,1.4998,1.4882,1.507,1.4838,1.5114,1.4766,1.4954,1.50593,1.50679,1.50798,1.50817,0.008,1.52223,1.48962,0.007,1.52223,1.49374,0.00725,-96.85,-29.78,9.05,0.00629,-111.57,1,1,0
2000.08.02,1.4926,1.4959,1.4862,1.4952,6599,1.49866,1.48896,1.50213,1.48273,1.50836,1.47926,1.49243,1.50474,1.50499,1.50759,1.50712,0.009,1.52218,1.48731,0.008,1.52284,1.49235,0.00768,-106.83,-9.98,19.8,0.00673,-121.92,1,0,0
2000.08.03,1.4953,1.4997,1.4827,1.4974,6836,1.50384,1.48684,1.51027,1.47627,1.52084,1.46984,1.49327,1.50409,1.50353,1.50709,1.50619,0.009,1.52244,1.48574,0.008,1.52317,1.491,0.00829,-86.98,19.85,29.82,0.00722,-99.98,1,0,0
2000.08.04,1.4976,1.508,1.489,1.5054,6685,1.5126,1.4936,1.5198,1.4818,1.5316,1.4746,1.5008,1.50405,1.50319,1.50699,1.50584,0.009,1.52243,1.48568,0.008,1.52319,1.49078,0.00833,-26.02,60.96,41.11,0.00733,-29.58,1,0,1
2000.08.07,1.5046,1.5143,1.5002,1.5118,7040,1.51734,1.50324,1.52287,1.49467,1.53144,1.48914,1.50877,1.50492,1.50388,1.50729,1.50603,0.009,1.52286,1.48699,0.008,1.52327,1.49131,0.00803,31.91,57.93,-3.03,0.0071,36.09,0,1,1
2000.08.08,1.5119,1.513,1.5006,1.5045,6446,1.51146,1.49906,1.51843,1.49363,1.52386,1.48666,1.50603,1.50558,1.50415,1.5074,1.50603,0.009,1.52291,1.48824,0.008,1.5233,1.4915,0.00745,4.1,-27.81,-85.74,0.00697,4.38,0,1,0
2000.08.09,1.5046,1.5047,1.4989,1.5026,6409,1.50524,1.49944,1.50787,1.49627,1.51104,1.49364,1.50207,1.50597,1.50389,1.50714,1.50577,0.008,1.52268,1.48926,0.008,1.52312,1.49116,0.00703,-37.05,-41.14,-13.33,0.00709,-36.73,0,1,0
2000.08.10,1.5027,1.5038,1.4947,1.4977,6875,1.50276,1.49366,1.50783,1.48963,1.51186,1.48456,1.49873,1.50548,1.50325,1.50655,1.5053,0.009,1.52258,1.48839,0.008,1.52241,1.49069,0.00747,-60.23,-23.19,17.96,0.00705,-63.83,1,0,0
2000.08.11,1.4977,1.5079,1.4969,1.5023,4284,1.50784,1.49684,1.51337,1.49137,1.51884,1.48584,1.50237,1.50463,1.50314,1.50609,1.5051,0.008,1.52095,1.4883,0.008,1.52161,1.49057,0.00693,-21.74,38.49,61.68,0.00684,-22.02,1,0,1
2000.08.14,1.5022,1.5111,1.5001,1.5056,6795,1.5111,1.5001,1.5166,1.4946,1.5221,1.4891,1.5056,1.50389,1.50344,1.5058,1.50514,0.008,1.51892,1.48885,0.008,1.52103,1.49058,0.00614,18.57,40.31,1.81,0.00658,17.33,0,1,1
2000.08.15,1.5056,1.5143,1.5024,1.5042,7182,1.51154,1.49964,1.51887,1.49507,1.52344,1.48774,1.50697,1.50322,1.50388,1.50557,1.50526,0.007,1.51667,1.48977,0.007,1.52049,1.49064,0.00543,46,27.43,-12.88,0.00635,39.36,0,1,1
2000.08.16,1.504,1.5063,1.4972,1.5001,7246,1.5052,1.4961,1.5103,1.4921,1.5143,1.487,1.5012,1.50216,1.50355,1.50526,1.50499,0.006,1.51339,1.49093,0.007,1.52015,1.49037,0.00446,-14.37,-60.36,-87.79,0.00633,-10.11,0,1,1
2000.08.17,1.5002,1.5017,1.4965,1.4979,6547,1.5009,1.4957,1.5039,1.4935,1.5061,1.4905,1.4987,1.50116,1.50294,1.50489,1.50457,0.005,1.51067,1.49166,0.007,1.51986,1.48992,0.00385,-42.71,-28.34,32.02,0.00639,-25.71,0,1,1
2000.08.18,1.4978,1.4985,1.4875,1.49,6942,1.4965,1.4855,1.503,1.481,1.5075,1.4745,1.492,1.50029,1.50158,1.50424,1.50373,0.005,1.51055,1.49002,0.008,1.5197,1.48878,0.0042,-131.51,-88.8,-60.45,0.00656,-84.22,0,1,1
2000.08.21,1.4902,1.4936,1.4862,1.4883,6499,1.49254,1.48514,1.49677,1.48197,1.49994,1.47774,1.48937,1.49958,1.50005,1.50341,1.50277,0.006,1.5112,1.48796,0.008,1.5193,1.48752,0.00495,-137.42,-5.92,82.88,0.00661,-102.96,0,1,1
2000.08.22,1.4883,1.489,1.4786,1.4826,6590,1.4882,1.4778,1.4938,1.473,1.4986,1.4674,1.4834,1.49878,1.49797,1.50235,1.50148,0.007,1.51284,1.48472,0.008,1.51917,1.48554,0.00581,-176.54,-39.11,-33.2,0.00673,-152.45,1,1,1
2000.08.23,1.4826,1.4872,1.4762,1.486,7117,1.49006,1.47906,1.49413,1.47213,1.50106,1.46806,1.48313,1.49816,1.49611,1.50145,1.50026,0.008,1.51399,1.48233,0.009,1.51936,1.48354,0.00662,-151.38,25.16,64.28,0.00703,-142.56,0,1,1
2000.08.24,1.4861,1.4864,1.4767,1.4808,6657,1.4859,1.4762,1.491,1.4716,1.4956,1.4665,1.4813,1.49736,1.49426,1.50073,1.49899,0.009,1.51518,1.47954,0.01,1.52002,1.48143,0.00768,-139.4,11.97,-13.19,0.00763,-140.41,0,1,1
2000.08.25,1.4809,1.4825,1.4689,1.4693,7651,1.47824,1.46464,1.48717,1.45997,1.49184,1.45104,1.47357,1.49555,1.49168,1.4998,1.4973,0.011,1.51681,1.47428,0.011,1.52141,1.47818,0.0094,-155.86,-16.45,-28.43,0.00852,-171.96,1,1,1
2000.08.28,1.4708,1.4737,1.4685,1.47,4821,1.47296,1.46776,1.47593,1.46553,1.47816,1.46256,1.47073,1.49301,1.48906,1.49897,1.49553,0.012,1.51634,1.46969,0.012,1.52294,1.47499,0.01034,-143.58,12.27,28.73,0.00941,-157.87,0,1,1
2000.08.29,1.4702,1.4721,1.4553,1.4559,7127,1.4669,1.4501,1.4779,1.4443,1.4837,1.4333,1.4611,1.49002,1.48556,1.4978,1.49323,0.014,1.51712,1.46291,0.014,1.52536,1.47024,0.01167,-165.21,-21.63,-33.91,0.01078,-178.81,1,1,0
2000.08.30,1.4556,1.4598,1.4419,1.4591,7860,1.4653,1.4474,1.4715,1.4357,1.4832,1.4295,1.4536,1.48678,1.48157,1.49638,1.49059,0.016,1.51853,1.45504,0.016,1.52818,1.46457,0.01342,-164.84,0.38,22.01,0.01248,-177.24,0,0,1
2000.08.31,1.4591,1.4593,1.4459,1.4475,7144,1.4559,1.4425,1.4643,1.4375,1.4693,1.4291,1.4509,1.4836,1.47773,1.49454,1.48794,0.018,1.51926,1.44793,0.018,1.53006,1.45902,0.0148,-147.24,17.6,17.22,0.01398,-155.93,1,1,1
2000.09.01,1.4469,1.4649,1.4466,1.4638,7253,1.47026,1.45196,1.47673,1.44013,1.48856,1.43366,1.45843,1.48067,1.47532,1.49265,1.48598,0.018,1.5169,1.44443,0.018,1.52958,1.45572,0.01542,-96.11,51.13,33.52,0.01479,-100.24,0,0,1
2000.09.04,1.4627,1.466,1.4571,1.4577,6382,1.46344,1.45454,1.46917,1.45137,1.47234,1.44564,1.46027,1.47764,1.47344,1.49077,1.48426,0.017,1.51259,1.44269,0.019,1.52835,1.45318,0.01532,-75.61,20.5,-30.63,0.01551,-74.7,0,1,1
2000.09.05,1.4575,1.4586,1.4475,1.4548,7173,1.45976,1.44866,1.46473,1.44253,1.47086,1.43756,1.45363,1.47409,1.47096,1.48865,1.48222,0.017,1.50719,1.44099,0.019,1.52721,1.4501,0.01473,-92.58,-16.96,-37.46,0.01634,-83.45,0,1,1
2000.09.06,1.4546,1.4554,1.4364,1.4374,7534,1.44974,1.43074,1.46207,1.42407,1.46874,1.41174,1.44307,1.47021,1.46748,1.48619,1.47961,0.017,1.50332,1.43711,0.02,1.52658,1.44579,0.01473,-122.84,-30.27,-13.3,0.01741,-103.97,1,1,1
2000.09.07,1.4373,1.4418,1.431,1.4392,8045,1.44366,1.43286,1.44813,1.42653,1.45446,1.42206,1.43733,1.46612,1.46371,1.48364,1.47679,0.017,1.4993,1.43294,0.021,1.52635,1.44094,0.01475,-130.1,-7.25,23.01,0.01846,-103.97,0,1,1
2000.09.08,1.4393,1.4395,1.4137,1.4139,7715,1.43104,1.40524,1.44817,1.39657,1.45684,1.37944,1.42237,1.46148,1.45854,1.48088,1.47316,0.018,1.49818,1.42478,0.024,1.52813,1.43364,0.01502,-173.65,-43.56,-36.3,0.02031,-128.36,0,1,1
2000.09.11,1.414,1.4231,1.4012,1.4025,8105,1.41666,1.39476,1.43083,1.38703,1.43856,1.37286,1.40893,1.45612,1.45234,1.47785,1.46888,0.021,1.49808,1.41416,0.027,1.53111,1.42459,0.0164,-191.82,-18.17,25.39,0.02268,-138.67,1,1,1
2000.09.12,1.4024,1.4153,1.395,1.4067,8284,1.41634,1.39604,1.42597,1.38537,1.43664,1.37574,1.40567,1.45094,1.44651,1.47486,1.46467,0.023,1.49712,1.40475,0.029,1.53363,1.41608,0.01831,-164.8,27.02,45.19,0.0249,-121.19,1,0,1
2000.09.13,1.4068,1.4137,1.4033,1.4096,7383,1.41444,1.40404,1.41927,1.39847,1.42484,1.39364,1.40887,1.44598,1.4418,1.47207,1.46095,0.024,1.49322,1.39875,0.031,1.53503,1.40912,0.01996,-124,40.8,13.78,0.0268,-92.32,0,1,1
2000.09.14,1.4094,1.4214,1.4028,1.4068,7597,1.41786,1.39926,1.42893,1.39173,1.43646,1.38066,1.41033,1.44125,1.43787,1.46931,1.45757,0.023,1.4876,1.39491,0.033,1.5355,1.40312,0.02054,-100.38,23.62,-17.18,0.02843,-72.5,0,1,0
2000.09.15,1.4067,1.4143,1.3964,1.3973,7332,1.40894,1.39104,1.42057,1.38477,1.42684,1.37314,1.40267,1.43653,1.43347,1.46604,1.45391,0.023,1.48318,1.38987,0.035,1.5353,1.39677,0.02138,-105.6,-5.22,-28.84,0.02982,-75.69,1,0,0
