Date,Start,Max,Min,End,Alert,HammerC,Hammer,Hammer Score,DojiC,Doji,Doji Score,Green Engulf,Engulf Score,SMA14,UpperBB,LowerBB,BB Decision,BB Score,TP,SMA14 TP,StdDev TP,CC1 cal,Cci Over,CCI Score,CCI Grad,Man Pred Cal,Man Pred,Final,Combine,Combine Accuracy,Final Cover,Final Cacc,RNN PL1,RNN PL2B,RNN PL1B,RNN PL2S,RNN PL1S,RNN PL2,Just RNN,ManRNN,ManRNN Cover2,Sum JustRNN,Acc Just RNN,Acc ManRNN,Acc ManRNN C2,FailureMode
28/02/2008,1.983,1.994875,1.97628,1.98949,Green,0.407645723,0,0,0.349018553,0,0,0,0,1.9655,1.98977,1.94124,Above,-2,1.98688,1.9649,0.00986,148.5679346,0,0,-31.33,-2,Decrease,Decrease,1,0.5035,1,0.7501,3.1,0,0,0,0.00031,3.1,-3.1,3.1,3.1,-6538,0.487,0.5029,0.568,Fail
29/02/2008,1.98949,1.992325,1.978465,1.98918,Red,3.406995231,Red Hammer,-1,0.022366522,Red Doji,-1,0,0,1.96745,1.99397,1.94093,0,0,1.98666,1.96672,0.01106,120.2022159,0,0,-28.37,-2,Decrease,Decrease,1,0.5033,1,0.7501,48.2,0,0,0,0.00482,48.2,-48.2,48.2,48.2,-6534.9,0.4872,0.5028,0.5679,Fail
02/03/2008,1.98918,1.98936,1.98366,1.98436,Red,0.14,0,0,0.845614035,0,0,0,0,1.96851,1.99616,1.94085,0,0,1.98579,1.96797,0.01249,95.14349026,0,0,-25.06,0,Maintain,Increase,0,0.5032,1,0.75,-6.4,0.00088,0,0,0,8.8,-6.4,-6.4,8.8,-6486.7,0.4873,0.5027,0.5678,Fail
03/03/2008,1.98436,1.993745,1.980855,1.98372,Red,0.285785536,0,0,0.049650892,Red Doji,0,0,0,1.97011,1.99836,1.94187,0,0,1.98611,1.96955,0.01356,81.38334299,0,0,-13.76,0,Maintain,Increase,1,0.5033,1,0.7499,15.2,0,0.00152,0,0,15.2,15.2,15.2,15.2,-6480.3,0.4874,0.5028,0.5677,Pass
04/03/2008,1.98372,1.989275,1.981305,1.98524,Green,1.025412961,0,0,0.190715182,0,0,0,0,1.97204,2.00044,1.94363,0,0,1.98527,1.97152,0.01384,66.25383092,0,0,-15.13,0,Maintain,Increase,1,0.5032,1,0.7499,61.6,0,0.00616,0,0,61.6,61.6,61.6,61.6,-6495.5,0.4873,0.5027,0.5676,Pass
05/03/2008,1.98524,1.996805,1.97189,1.9914,Green,0.277037417,0,0,0.247240618,0,0,Green Engulf,1,1.97497,2.00247,1.94747,0,0,1.9867,1.97386,0.01333,64.19323154,0,0,-2.06,1,Increase,Increase,1,0.5031,1,0.7498,201.9,0,0.02019,0,0,201.9,201.9,403.8,403.8,-6557.1,0.4871,0.5025,0.5675,Pass
06/03/2008,1.9914,2.01407,1.98957,2.01159,Green,0.112624886,0,0,0.824081633,0,0,Green Engulf,1,1.97952,2.00834,1.9507,Above,-2,2.00508,1.97785,0.01266,143.3650684,0,0,79.17,-1,Decrease,Decrease,0,0.5029,0,0.7497,-19.3,0,0,-0.00777,0,-77.7,19.3,-19.3,-77.7,-6759,0.487,0.5024,0.5674,Pass
07/03/2008,2.01159,2.021715,2.00957,2.01352,Green,2.074683544,Green Hammer,1,0.158913133,0,0,0,0,1.9846,2.01097,1.95822,Above,-2,2.01494,1.98299,0.01099,193.7570567,Below,-2,50.39,-3,Decrease,Decrease,0,0.5031,1,0.7499,-58.4,0,0,0.00514,0,51.4,58.4,-58.4,51.4,-6778.3,0.4869,0.5025,0.5675,Pass
09/03/2008,2.01352,2.02056,2.01484,2.01936,Green,0.265486726,0,0,1.020979021,0,0,0,0,1.9886,2.01722,1.95998,Above,-2,2.01825,1.98742,0.01086,189.3134442,Below,-2,-4.44,-4,Decrease,Decrease,1,0.5032,1,0.7499,109.8,0,0,0,0.01098,109.8,-109.8,109.8,109.8,-6836.7,0.4868,0.5027,0.5674,Fail
10/03/2008,2.01936,2.022025,2.00518,2.00838,Red,0.234518139,0,0,0.651825467,0,0,Red Engulf,-1,1.99156,2.01936,1.96376,0,0,2.01186,1.99068,0.01249,113.0902971,0,0,-76.22,-1,Decrease,Decrease,1,0.5031,1,0.7498,26.4,0,0,0,0.00264,26.4,-26.4,26.4,26.4,-6726.9,0.4869,0.5025,0.5673,Fail
11/03/2008,2.00838,2.021135,1.999485,2.00574,Red,0.406300747,0,0,0.121939954,0,0,0,0,1.99418,2.02024,1.96812,0,0,2.00879,1.99351,0.01305,78.03072946,0,0,-35.06,0,Maintain,Increase,1,0.5029,1,0.7497,211,0,0.0211,0,0,211,211,211,211,-6700.5,0.487,0.5024,0.5672,Pass
12/03/2008,2.00574,2.028165,2.00564,2.02684,Green,0.0625,0,0,0.936736959,0,0,Green Engulf,1,1.9985,2.0247,1.9723,Above,-2,2.02022,1.99738,0.01355,112.3544224,0,0,34.32,-1,Decrease,Decrease,0,0.5028,1,0.7497,-48.9,0,0,0.00729,0,72.9,48.9,-48.9,72.9,-6911.5,0.4869,0.5023,0.567,Pass
13/03/2008,2.02684,2.039465,2.02528,2.03173,Green,1.199224806,0,0,0.344730349,0,0,Green Engulf,1,2.00168,2.03134,1.97202,Above,-2,2.03216,2.00108,0.01482,139.828005,0,0,27.47,-1,Decrease,Decrease,1,0.5029,1,0.7496,121.8,0,0,0,0.01218,121.8,-121.8,121.8,121.8,-6960.4,0.4867,0.5024,0.5669,Fail
14/03/2008,2.03173,2.039855,2.017705,2.01955,Red,0.090864319,0,0,0.549887133,0,0,Red Engulf,-1,2.00429,2.03346,1.97513,0,0,2.0257,2.00389,0.01513,96.13922125,0,0,-43.69,-1,Decrease,Decrease,1,0.5028,1,0.7495,1.7,0,0,0,0.00017,1.7,-1.7,1.7,1.7,-6838.6,0.4869,0.5023,0.5668,Fail
16/03/2008,2.01955,2.02253,2.01361,2.01938,Red,1.831746032,0,0,0.019058296,Red Doji,0,0,0,2.00643,2.03537,1.97748,0,0,2.01851,2.00614,0.01447,56.9699948,0,0,-39.17,0,Maintain,Increase,0,0.5027,0,0.7495,-222.8,-0.02228,0,0,0,-222.8,-222.8,-222.8,-222.8,-6836.9,0.487,0.5021,0.5667,Fail
17/03/2008,2.01938,2.023275,1.9943,1.9971,Red,0.106972302,0,0,0.76893874,0,0,Red Engulf,-1,2.00699,2.03507,1.97892,0,0,2.00489,2.00745,0.01298,-13.12767556,0,0,-70.1,-1,Decrease,Decrease,0,0.5028,0,0.7497,-118.6,0,0,-0.01186,0,-118.6,118.6,-118.6,-118.6,-6614.1,0.4871,0.5023,0.5669,Pass
18/03/2008,1.9971,2.02744,1.99695,2.00896,Green,1.538717735,0,0,0.388979993,0,0,0,0,2.00875,2.03445,1.98305,0,0,2.01112,2.00926,0.01124,11.03312661,0,0,24.16,0,Maintain,Increase,0,0.5029,0,0.7499,-256.6,-0.02566,0,0,0,-256.6,-256.6,-256.6,-256.6,-6732.7,0.487,0.5024,0.567,Fail
19/03/2008,2.00896,2.01535,1.98043,1.9833,Red,0.089547582,0,0,0.734822451,0,0,Red Engulf,-1,2.00872,2.03451,1.98293,0,0,1.99303,2.00975,0.01068,-104.4084576,0,0,-115.44,-1,Decrease,Decrease,0,0.5031,0,0.7501,-13,0,0,-0.0013,0,-13,13,-13,-13,-6476.1,0.4871,0.5025,0.5672,Pass
20/03/2008,1.9833,1.98829,1.97348,1.9846,Green,0.331834532,0,0,0.087778528,Green Doji,1,0,0,2.00868,2.0346,1.98275,0,0,1.98212,2.00953,0.01094,-167.0525637,Over,2,-62.64,3,Increase,Increase,0,0.5032,0,0.7503,-32,-0.0057,0,0,0,-57,-32,-64,-114,-6489.1,0.487,0.5027,0.5673,Fail
21/03/2008,1.9846,1.98635,1.981105,1.9814,Red,0.05959596,0,0,0.610104862,0,0,0,0,2.00796,2.03578,1.98014,Below,2,1.98295,2.00926,0.01124,-156.0078751,Over,2,11.04,4,Increase,Increase,0,0.5033,1,0.7505,-25,0.00615,0,0,0,61.5,-25,-50,123,-6457.1,0.4871,0.5028,0.5675,Fail
23/03/2008,1.9814,1.9819,1.97867,1.9789,Red,0.076666667,0,0,0.773993808,0,0,Red Engulf,-1,2.00563,2.03642,1.97483,Below,2,1.97982,2.00745,0.01349,-136.5155869,0,0,19.49,1,Increase,Increase,1,0.5035,1,0.7504,86.5,0,0.00865,0,0,86.5,86.5,173,173,-6432.1,0.4872,0.5029,0.5673,Pass
24/03/2008,1.9789,1.9888,1.97601,1.98755,Green,0.108318891,0,0,0.676309617,0,0,Green Engulf,1,2.00377,2.03537,1.97217,0,0,1.98412,2.00525,0.01494,-94.30069705,0,0,42.21,1,Increase,Increase,1,0.5033,1,0.7503,147.1,0,0.01471,0,0,147.1,147.1,294.2,294.2,-6518.6,0.4871,0.5028,0.5672,Pass
25/03/2008,1.98755,2.00675,1.98595,2.00226,Green,0.275291232,0,0,0.707211538,0,0,Green Engulf,1,2.00255,2.03318,1.97192,0,0,1.99832,2.00383,0.01466,-25.05476197,0,0,69.25,1,Increase,Increase,1,0.5032,1,0.7503,50.5,0,0.00505,0,0,50.5,50.5,101,101,-6665.7,0.487,0.5027,0.5671,Pass
26/03/2008,2.00226,2.011225,1.992685,2.00731,Green,0.267692308,0,0,0.272384035,0,0,Green Engulf,1,2.00247,2.03306,1.97189,0,0,2.00374,2.00325,0.01416,2.312389563,0,0,27.37,1,Increase,Increase,0,0.5031,1,0.7502,-3.5,-0.00035,0,0,0,-3.5,-3.5,-7,-7,-6716.2,0.4868,0.5025,0.567,Fail
27/03/2008,2.00731,2.01937,2.002435,2.00696,Red,0.364625302,0,0,0.020667257,Red Doji,-1,0,0,2.00256,2.03318,1.97194,0,0,2.00959,2.00331,0.01421,29.47300812,0,0,27.16,-1,Decrease,Decrease,1,0.5032,1,0.7501,124.6,0,0,0,0.01246,124.6,-124.6,124.6,124.6,-6712.7,0.487,0.5027,0.5671,Fail
28/03/2008,2.00696,2.00911,1.988175,1.9945,Red,0.432922656,0,0,0.595175543,0,0,Red Engulf,-1,2.00025,2.02851,1.97199,0,0,1.99726,2.00167,0.01343,-21.85909535,0,0,-51.33,-1,Decrease,Decrease,1,0.5031,1,0.7501,10.8,0,0,0,0.00108,10.8,-10.8,10.8,10.8,-6588.1,0.4871,0.5025,0.567,Fail
30/03/2008,1.9945,1.99687,1.99147,1.99342,Red,0.565217391,0,0,0.2,0,0,0,0,1.99751,2.02109,1.97393,0,0,1.99392,1.99894,0.01142,-29.27925781,0,0,-7.42,0,Maintain,Increase,0,0.5029,1,0.75,-104.9,-0.01049,0,0,0,-104.9,-104.9,-104.9,-104.9,-6577.3,0.4872,0.5024,0.5669,Fail
31/03/2008,1.99342,1.99802,1.981355,1.98293,Red,0.104373757,0,0,0.629462946,0,0,Red Engulf,-1,1.9949,2.01659,1.9732,0,0,1.98744,1.9962,0.01,-58.43480331,0,0,-29.16,-1,Decrease,Decrease,1,0.5031,1,0.7499,43.2,0,0,0,0.00432,43.2,-43.2,43.2,43.2,-6472.4,0.4873,0.5025,0.5671,Fail
01/04/2008,1.98293,1.987475,1.972945,1.97861,Red,0.639029893,0,0,0.297315898,0,0,Red Engulf,-1,1.99199,2.01111,1.97286,0,0,1.97968,1.99343,0.00926,-98.9714129,0,0,-40.54,-1,Decrease,Decrease,0,0.5029,1,0.7499,-81,0,0,-0.0081,0,-81,81,-81,-81,-6429.2,0.4875,0.5024,0.567,Pass
02/04/2008,1.97861,1.989985,1.97476,1.98671,Green,0.274058577,0,0,0.532019704,0,0,0,0,1.99124,2.01034,1.97215,0,0,1.98382,1.99192,0.00907,-59.54995736,0,0,39.42,0,Maintain,Increase,1,0.5031,1,0.7498,69.7,0,0.00697,0,0,69.7,69.7,69.7,69.7,-6510.2,0.4873,0.5025,0.5671,Pass
03/04/2008,1.98671,1.997555,1.975935,1.99368,Green,0.218371372,0,0,0.322386679,0,0,Green Engulf,1,1.99015,2.00716,1.97314,0,0,1.98906,1.99035,0.00768,-11.2003554,0,0,48.35,1,Increase,Increase,0,0.5029,1,0.7497,-3.4,-0.00034,0,0,0,-3.4,-3.4,-6.8,-6.8,-6579.9,0.4872,0.5024,0.567,Fail
04/04/2008,1.99368,2.00502,1.991125,1.99334,Red,0.189640411,0,0,0.024469234,Red Doji,-1,0,0,1.99087,2.00758,1.97416,0,0,1.9965,1.9906,0.00797,49.38271605,0,0,60.58,-1,Decrease,Decrease,1,0.5031,1,0.7497,2.4,0,0,0,0.00024,2.4,-2.4,2.4,2.4,-6576.5,0.4873,0.5025,0.5671,Fail
06/04/2008,1.99334,1.99535,1.99248,1.9931,Red,0.275555556,0,0,0.083623693,Red Doji,0,0,0,1.99148,2.00791,1.97504,0,0,1.99364,1.99142,0.00758,19.57937954,0,0,-29.8,0,Maintain,Increase,0,0.5029,1,0.7496,-51.3,-0.00513,0,0,0,-51.3,-51.3,-51.3,-51.3,-6574.1,0.4874,0.5024,0.567,Fail
07/04/2008,1.9931,1.993475,1.98358,1.98797,Red,0.797456857,0,0,0.518443658,0,0,Red Engulf,-1,1.99195,2.00772,1.97617,0,0,1.98834,1.9918,0.00719,-32.08094718,0,0,-51.66,-1,Decrease,Decrease,1,0.5031,1,0.7495,207.2,0,0,0,0.02072,207.2,-207.2,207.2,207.2,-6522.8,0.4876,0.5025,0.5672,Fail
08/04/2008,1.98797,1.99277,1.9656,1.96725,Red,0.064655172,0,0,0.762605815,0,0,Red Engulf,-1,1.99111,2.00977,1.97245,Below,2,1.97521,1.99147,0.00752,-144.1602836,0,0,-112.08,1,Increase,Increase,1,0.503,1,0.7495,63.5,0,0.00635,0,0,63.5,63.5,127,127,-6315.6,0.4877,0.5024,0.5671,Pass
09/04/2008,1.96725,1.979175,1.96515,1.9736,Green,0.659763314,0,0,0.452762923,0,0,0,0,1.99012,2.01044,1.96979,0,0,1.97264,1.99065,0.00834,-143.9381615,0,0,0.22,0,Maintain,Increase,0,0.5028,1,0.7494,-4.5,-0.00045,0,0,0,-4.5,-4.5,-4.5,-4.5,-6379.1,0.4876,0.5023,0.5669,Fail
10/04/2008,1.9736,1.984385,1.970705,1.97315,Red,0.217623498,0,0,0.032894737,Red Doji,-1,0,0,1.98804,2.00881,1.96726,0,0,1.97608,1.98906,0.00861,-100.5551297,0,0,43.38,-1,Decrease,Decrease,1,0.503,1,0.7493,40.5,0,0,0,0.00405,40.5,-40.5,40.5,40.5,-6374.6,0.4877,0.5024,0.5671,Fail
11/04/2008,1.97315,1.976895,1.968265,1.9691,Red,0.107119949,0,0,0.469293163,0,0,Red Engulf,-1,1.98531,2.00542,1.9652,0,0,1.97142,1.98676,0.00881,-116.0070395,0,0,-15.45,-1,Decrease,Decrease,1,0.5028,1,0.7493,20.1,0,0,0,0.00201,20.1,-20.1,20.1,20.1,-6334.1,0.4878,0.5023,0.567,Fail
13/04/2008,1.9691,1.9688,1.96532,1.96709,Red,1.035087719,0,0,0.577586207,0,0,Red Engulf,-1,1.98246,2.00108,1.96385,0,0,1.96707,1.98372,0.0086,-129.0210514,0,0,-13.01,-1,Decrease,Decrease,0,0.5027,0,0.7492,-60.6,0,0,-0.00606,0,-60.6,60.6,-60.6,-60.6,-6314,0.4879,0.5021,0.5669,Pass
14/04/2008,1.96709,1.989435,1.96562,1.97315,Green,2.162682603,Green Hammer,1,0.254461474,0,0,Green Engulf,1,1.98094,1.99898,1.96289,0,0,1.97607,1.98221,0.00818,-50.00388003,0,0,79.02,2,Increase,Increase,0,0.5028,1,0.7494,-111.4,-0.00131,0,0,0,-13.1,-111.4,-222.8,-26.2,-6374.6,0.4878,0.5023,0.567,Fail
15/04/2008,1.97315,1.97594,1.960025,1.96201,Red,0.142498205,0,0,0.699968583,0,0,Red Engulf,-1,1.97869,1.99756,1.95982,Below,2,1.96599,1.98021,0.00822,-115.3421876,0,0,-65.34,1,Increase,Increase,1,0.503,1,0.7493,98.3,0,0.00983,0,0,98.3,98.3,196.6,196.6,-6263.2,0.4879,0.5024,0.5672,Pass
16/04/2008,1.96201,1.980605,1.96072,1.97184,Green,0.788219424,0,0,0.494342469,0,0,0,0,1.9779,1.99689,1.95891,0,0,1.97106,1.97904,0.00811,-65.61949722,0,0,49.72,0,Maintain,Increase,1,0.5028,1,0.7493,190.1,0,0.01901,0,0,190.1,190.1,190.1,190.1,-6361.5,0.4878,0.5023,0.5671,Pass
17/04/2008,1.97184,1.992455,1.969195,1.99085,Green,0.074116832,0,0,0.817282889,0,0,Green Engulf,1,1.97877,1.9987,1.95885,0,0,1.98417,1.97936,0.00848,37.78286775,0,0,103.4,1,Increase,Increase,1,0.5027,1,0.7492,71.5,0,0.00715,0,0,71.5,71.5,143,143,-6551.6,0.4877,0.5022,0.5669,Pass
18/04/2008,1.99085,1.999945,1.98806,1.998,Green,0.195674044,0,0,0.601598654,0,0,Green Engulf,1,1.97958,2.00116,1.958,0,0,1.99534,1.98018,0.00942,107.2341465,0,0,69.45,1,Increase,Increase,1,0.5026,1,0.7491,6,0,0.0006,0,0,6,6,12,12,-6623.1,0.4875,0.502,0.5668,Pass
20/04/2008,1.998,1.99999,1.99653,1.9986,Green,0.671497585,0,0,0.173410405,0,0,0,0,1.97993,2.00236,1.9575,0,0,1.99837,1.98085,0.01018,114.7620607,0,0,7.53,0,Maintain,Increase,0,0.5024,0,0.7491,-161.6,-0.01616,0,0,0,-161.6,-161.6,-161.6,-161.6,-6629.1,0.4874,0.5019,0.5667,Fail
21/04/2008,1.9986,2.00278,1.977625,1.98244,Red,0.236725664,0,0,0.642417015,0,0,Red Engulf,-1,1.97915,2.00062,1.95768,0,0,1.98762,1.98021,0.00946,52.17725496,0,0,-62.58,-1,Decrease,Decrease,0,0.5026,0,0.7493,-137.4,0,0,-0.01374,0,-137.4,137.4,-137.4,-137.4,-6467.5,0.4875,0.502,0.5669,Pass
22/04/2008,1.98244,1.999805,1.974575,1.99618,Green,0.167785235,0,0,0.544589774,0,0,0,0,1.97937,2.00135,1.9574,0,0,1.99019,1.97997,0.00917,74.2670434,0,0,22.09,0,Maintain,Increase,0,0.5027,0,0.7495,-171.3,-0.02357,0,0,0,-235.7,-171.3,-171.3,-235.7,-6604.9,0.4874,0.5022,0.567,Fail
23/04/2008,1.99618,1.997615,1.977405,1.97905,Red,0.088607595,0,0,0.847600198,0,0,0,0,1.97874,2.00029,1.95718,0,0,1.98469,1.97971,0.00887,37.43063008,0,0,-36.84,0,Maintain,Increase,0,0.5028,0,0.7497,-64.4,-0.00644,0,0,0,-64.4,-64.4,-64.4,-64.4,-6433.6,0.4875,0.5023,0.5672,Fail
24/04/2008,1.97905,1.981625,1.96858,1.97261,Red,0.447032723,0,0,0.493675738,0,0,Red Engulf,-1,1.97912,2.00015,1.95809,0,0,1.97427,1.97964,0.00893,-40.07049932,0,0,-77.5,-1,Decrease,Decrease,0,0.503,0,0.7499,-132.3,0,0,-0.01323,0,-132.3,132.3,-132.3,-132.3,-6369.2,0.4876,0.5024,0.5673,Pass
25/04/2008,1.97261,1.98905,1.967695,1.98584,Green,0.176908239,0,0,0.619527043,0,0,Green Engulf,1,1.97999,2.00104,1.95894,0,0,1.98086,1.98023,0.00852,4.96252719,0,0,45.03,1,Increase,Increase,0,0.5031,1,0.7501,-21.6,0.00545,0,0,0,54.5,-21.6,-43.2,109,-6501.5,0.4875,0.5026,0.5675,Fail
27/04/2008,1.98584,1.98501,1.982,1.98368,Red,1.263157895,0,0,0.717607973,0,0,0,0,1.98075,2.00157,1.95992,0,0,1.98356,1.98076,0.00839,22.2722067,0,0,17.31,0,Maintain,Increase,1,0.5032,1,0.75,76.1,0,0.00761,0,0,76.1,76.1,76.1,76.1,-6479.9,0.4876,0.5027,0.5673,Pass
28/04/2008,1.98368,1.996575,1.978175,1.99129,Green,0.402973694,0,0,0.413586957,0,0,Green Engulf,1,1.98233,2.00282,1.96184,0,0,1.98868,1.98199,0.00809,55.06919286,0,0,32.8,1,Increase,Increase,0,0.5031,0,0.7499,-233.2,-0.02332,0,0,0,-233.2,-233.2,-466.4,-466.4,-6556,0.4875,0.5026,0.5672,Fail
29/04/2008,1.99129,1.99138,1.966705,1.96797,Red,0.054036736,0,0,0.94508612,0,0,Red Engulf,-1,1.98239,2.00273,1.96205,0,0,1.97535,1.98259,0.00742,-65.02918184,0,0,-120.1,-1,Decrease,Decrease,0,0.5032,0,0.7501,-188.3,0,0,-0.01883,0,-188.3,188.3,-188.3,-188.3,-6322.8,0.4876,0.5027,0.5674,Pass
30/04/2008,1.96797,1.989495,1.96232,1.9868,Green,0.110089869,0,0,0.692916283,0,0,0,0,1.98337,2.00325,1.96348,0,0,1.97954,1.98283,0.00713,-30.80182457,0,0,34.23,0,Maintain,Increase,0,0.5034,0,0.7503,-90.2,-0.01506,0,0,0,-150.6,-90.2,-90.2,-150.6,-6511.1,0.4875,0.5028,0.5675,Fail
01/05/2008,1.9868,1.99103,1.971305,1.97778,Red,0.488679245,0,0,0.457287706,0,0,0,0,1.9845,2.00161,1.96738,0,0,1.98004,1.98384,0.00603,-42.03081786,0,0,-11.23,0,Maintain,Increase,0,0.5035,1,0.7505,-60.4,-0.0039,0,0,0,-39,-60.4,-60.4,-39,-6420.9,0.4876,0.503,0.5677,Fail
02/05/2008,1.97778,1.989775,1.97055,1.97174,Red,0.065982811,0,0,0.314174252,0,0,0,0,1.98449,2.00162,1.96736,0,0,1.97736,1.98429,0.00559,-82.62753778,0,0,-40.6,0,Maintain,Increase,1,0.5036,1,0.7505,21.4,0,0.00214,0,0,21.4,21.4,21.4,21.4,-6360.5,0.4878,0.5031,0.5678,Pass
04/05/2008,1.97174,1.97425,1.97245,1.97388,Green,0.258741259,0,0,1.188888889,0,0,0,0,1.98328,2.00075,1.9658,0,0,1.97353,1.98353,0.00625,-106.6768254,0,0,-24.05,0,Maintain,Increase,0,0.5035,1,0.7504,-4.8,-0.00048,0,0,0,-4.8,-4.8,-4.8,-4.8,-6381.9,0.4876,0.503,0.5677,Fail
05/05/2008,1.97388,1.97846,1.96558,1.9734,Red,1.545454545,0,0,0.037267081,Red Doji,-1,0,0,1.98152,1.99788,1.96515,0,0,1.97248,1.9819,0.00596,-105.2700734,0,0,1.41,-1,Decrease,Decrease,1,0.5036,1,0.7503,20.5,0,0,0,0.00205,20.5,-20.5,20.5,20.5,-6377.1,0.4877,0.5031,0.5679,Fail
06/05/2008,1.9734,1.977195,1.963605,1.97135,Red,1.325064157,0,0,0.15084621,0,0,0,0,1.97957,1.99413,1.96501,0,0,1.97072,1.97992,0.00517,-118.6469293,0,0,-13.38,0,Maintain,Increase,0,0.5035,1,0.7503,-205.8,-0.01585,0,0,0,-158.5,-205.8,-205.8,-158.5,-6356.6,0.4879,0.503,0.5678,Fail
07/05/2008,1.97135,1.97204,1.95032,1.95077,Red,0.021156559,0,0,0.947513812,0,0,Red Engulf,-1,1.97731,1.99694,1.95768,Below,2,1.95771,1.97778,0.00615,-217.481814,Over,2,-98.83,3,Increase,Increase,1,0.5036,1,0.7502,47.3,0,0.00473,0,0,47.3,47.3,94.6,94.6,-6150.8,0.488,0.5031,0.5679,Pass
08/05/2008,1.95077,1.962345,1.95022,1.9555,Green,1.296401515,0,0,0.390103093,0,0,0,0,1.9744,1.99405,1.95476,0,0,1.95602,1.97534,0.00676,-190.4970062,Over,2,26.98,2,Increase,Increase,0,0.5035,0,0.7501,-15.8,-0.00335,0,0,0,-33.5,-15.8,-31.6,-67,-6198.1,0.4879,0.503,0.5678,Fail
09/05/2008,1.9555,1.9571,1.94563,1.95392,Red,2.606918239,Red Hammer,-1,0.137750654,0,0,0,0,1.97261,1.99423,1.95099,Below,2,1.95222,1.97302,0.008,-173.474103,Over,2,17.02,3,Increase,Increase,0,0.5036,0,0.7503,-17.7,-0.00177,0,0,0,-17.7,-17.7,-35.4,-35.4,-6182.3,0.488,0.5031,0.568,Fail
11/05/2008,1.95392,1.95269,1.9504,1.95215,Red,3.240740741,Red Hammer,-1,0.772925764,0,0,0,0,1.97115,1.99476,1.94754,0,0,1.95175,1.97141,0.00981,-133.6754733,0,0,39.8,-1,Decrease,Decrease,0,0.5038,0,0.7505,-12.5,0,0,-0.00125,0,-12.5,12.5,-12.5,-12.5,-6164.6,0.4881,0.5032,0.5681,Pass
12/05/2008,1.95215,1.963385,1.9443,1.9534,Green,1.097252747,0,0,0.065496463,Green Doji,1,Green Engulf,1,1.96883,1.99256,1.9451,0,0,1.9537,1.96947,0.01085,-96.91403288,0,0,36.76,2,Increase,Increase,0,0.5039,1,0.7507,-85.9,-0.00713,0,0,0,-71.3,-85.9,-171.8,-142.6,-6177.1,0.488,0.5034,0.5683,Fail
13/05/2008,1.9534,1.958845,1.941925,1.94481,Red,0.205557535,0,0,0.507683215,0,0,0,0,1.96605,1.99096,1.94115,Below,2,1.94853,1.96697,0.0117,-105.0826076,0,0,-8.17,2,Increase,Increase,1,0.5041,1,0.7507,14.6,0,0.00146,0,0,14.6,14.6,29.2,29.2,-6091.2,0.4881,0.5035,0.5684,Pass
14/05/2008,1.94481,1.947445,1.936415,1.94627,Green,0.119228818,0,0,0.132366274,0,0,0,0,1.96284,1.98586,1.93981,0,0,1.94338,1.96374,0.01184,-114.6665594,0,0,-9.58,0,Maintain,Increase,1,0.5039,1,0.7506,13.3,0,0.00133,0,0,13.3,13.3,13.3,13.3,-6105.8,0.488,0.5034,0.5683,Pass
15/05/2008,1.94627,1.950295,1.940455,1.9476,Green,0.377186844,0,0,0.135162602,0,0,Green Engulf,1,1.96138,1.98528,1.93749,0,0,1.94612,1.96165,0.01197,-86.51930551,0,0,28.15,1,Increase,Increase,1,0.5038,1,0.7505,94.8,0,0.00948,0,0,94.8,94.8,189.6,189.6,-6119.1,0.4878,0.5032,0.5682,Pass
16/05/2008,1.9476,1.95987,1.944145,1.95708,Green,0.215693854,0,0,0.602861685,0,0,Green Engulf,1,1.95926,1.97954,1.93898,0,0,1.9537,1.9598,0.01073,-37.92256098,0,0,48.6,1,Increase,Increase,1,0.5037,1,0.7505,2.9,0,0.00029,0,0,2.9,2.9,5.8,5.8,-6213.9,0.4877,0.5031,0.5681,Pass
18/05/2008,1.95708,1.95792,1.95547,1.95737,Green,0.289473684,0,0,0.118367347,Green Doji,0,0,0,1.9578,1.97585,1.93976,0,0,1.95692,1.95815,0.00878,-9.340526696,0,0,28.58,0,Maintain,Increase,0,0.5035,0,0.7504,-81.9,-0.00819,0,0,0,-81.9,-81.9,-81.9,-81.9,-6216.8,0.4876,0.503,0.5679,Fail
19/05/2008,1.95737,1.962375,1.945445,1.94918,Red,0.283061766,0,0,0.483756645,0,0,Red Engulf,-1,1.95619,1.97321,1.93918,0,0,1.95233,1.95636,0.00708,-37.96356599,0,0,-28.62,-1,Decrease,Decrease,0,0.5037,1,0.7506,-180.7,0,0,-0.01807,0,-180.7,180.7,-180.7,-180.7,-6134.9,0.4877,0.5031,0.5681,Pass
20/05/2008,1.94918,1.971885,1.94808,1.96725,Green,0.241784038,0,0,0.759084226,0,0,Green Engulf,1,1.95572,1.97136,1.94007,0,0,1.96241,1.95557,0.00612,74.46747809,0,0,112.43,1,Increase,Increase,1,0.5038,1,0.7505,40,0,0.004,0,0,40,40,80,80,-6315.6,0.4876,0.5033,0.5683,Pass
21/05/2008,1.96725,1.97355,1.961125,1.97125,Green,0.227160494,0,0,0.32193159,0,0,0,0,1.95556,1.97067,1.94046,0,0,1.96864,1.95529,0.00581,153.236136,Below,-2,78.77,-2,Decrease,Decrease,0,0.5037,1,0.7505,-88.6,0,0,-0.00842,0,-84.2,88.6,-88.6,-84.2,-6355.6,0.4874,0.5031,0.5681,Pass
